locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
CAIPWS010000001.1_1_264_-		K16150					KEGG:K16150	88	2.8e-07	25.8	2.4.1.11	K16150; glycogen synthase
CAIPWS010000001.1_266_1210_-		K20534			phrog_841	VOG10964	KEGG:K20534	264	2.8e-86	285.7	2.4.-.-	gtrB, csbB; polyisoprenyl-phosphate glycosyltransferase
CAIPWS010000001.1_1170_2435_-		K03328	COG2244				COG:COG2244	400	1.3e-38	128.2		RfbX; 
CAIPWS010000001.1_2425_3831_-	K00036	K00036	COG0364		phrog_4941	VOG11448	COG:COG0364	468	7e-163	538.4		Zwf; Pentose phosphate pathway
CAIPWS010000001.1_3889_4080_-												Hypothetical
CAIPWS010000001.1_4266_4457_+												Hypothetical
CAIPWS010000001.1_4851_5324_-	K01921	K01921	COG1181				COG:COG1181	157	6.3e-52	172.7		DdlA; Mureine biosynthesis
CAIPWS010000002.1_127_519_+		K07483	COG2963		phrog_151	VOG00259	COG:COG2963	130	1.8e-22	75.3		InsE; 
CAIPWS010000002.1_540_1520_+		K07497	COG2801		phrog_157	VOG00376	COG:COG2801	326	2.5e-72	239.9		Tra5; 
CAIPWS010000002.1_1901_2221_+												Hypothetical
CAIPWS010000003.1_132_1256_-		K00754		GT4, GT5	phrog_2170		KEGG:K00754	374	6.2e-63	209.1	2.4.1.-	bshA; L-malate glycosyltransferase
CAIPWS010000003.1_1296_2654_+		K20997	COG2148				COG:COG2148	452	1e-103	343.6		WcaJ; 
CAIPWS010000003.1_2819_3580_+												Hypothetical
CAIPWS010000003.1_3744_4841_+		K12257	COG0342				COG:COG0342	367	2e-115	382.2		SecD; 
CAIPWS010000004.1_214_1707_-		K14163	COG0442, COG0442		phrog_35619, phrog_35619	VOG02983	KEGG:K14163	484	3.4e-165	546.8	6.1.1.17 6.1.1.15	EPRS; bifunctional glutamyl/prolyl-tRNA synthetase
CAIPWS010000004.1_1797_1931_+												Hypothetical
