	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000504.1_1	QGNH01000504.1	QGNH01000504.1	1	3	353	-1	E																								0	False	F
QGNH01000504.1_2	QGNH01000504.1	QGNH01000504.1	2	350	2266	-1	E																								0	False	F
QGNH01000504.1_3	QGNH01000504.1	QGNH01000504.1	3	2263	2724	-1	E			YP_001950135.1	YP_001950135.1 hypothetical protein RSL1_ORF257 [Ralstonia phage phiRSL1]	False	0.437	98.0	5.53e-23													VOG21425	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000504.1_4	QGNH01000504.1	QGNH01000504.1	4	2663	3091	-1	E																								0	False	F
QGNH01000504.1_5	QGNH01000504.1	QGNH01000504.1	5	3094	3936	-1	D			YP_009854585.1	YP_009854585.1 DNA polymerase exonuclease subunit [Flavobacterium phage vB_FspS_filifjonk9-1]	False	0.524	255.0	8.319e-75								RNase_H superfamily [PF13482.9]; Predicted 3'-5' exonuclease related to the exonuclease domain of PolB [PF10108.12]					VOG01302	sp|P00581|DPOL_BPT7 DNA-directed DNA polymerase; XhXr	Xh;Xr	0	False	VF
QGNH01000504.1_6	QGNH01000504.1	QGNH01000504.1	6	4720	4893	-1	E																								0	False	F
QGNH01000504.1_7	QGNH01000504.1	QGNH01000504.1	7	4898	6676	-1	E																								0	False	F
QGNH01000504.1_8	QGNH01000504.1	QGNH01000504.1	8	8206	8577	1	E																								0	False	
QGNH01000504.1_9	QGNH01000504.1	QGNH01000504.1	9	8721	9305	1	E																								0	False	
QGNH01000504.1_10	QGNH01000504.1	QGNH01000504.1	10	9265	9528	1	C	K04078	chaperonin GroES														Chaperonin 10 Kd subunit [PF00166.24]								0	False	
QGNH01000504.1_11	QGNH01000504.1	QGNH01000504.1	11	9525	9956	1	E																								0	False	
QGNH01000504.1_12	QGNH01000504.1	QGNH01000504.1	12	9953	10534	1	E																								0	False	
QGNH01000504.1_13	QGNH01000504.1	QGNH01000504.1	13	10594	10917	-1	E																								0	False	
QGNH01000504.1_14	QGNH01000504.1	QGNH01000504.1	14	10936	11112	-1	E																								0	False	
QGNH01000504.1_15	QGNH01000504.1	QGNH01000504.1	15	11240	11725	1	E																								0	False	
QGNH01000504.1_16	QGNH01000504.1	QGNH01000504.1	16	11733	12161	1	D																Protein of unknown function (DUF1353) [PF07087.14]					VOG00916	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
QGNH01000504.1_17	QGNH01000504.1	QGNH01000504.1	17	12224	12397	1	E																								0	False	
QGNH01000504.1_18	QGNH01000504.1	QGNH01000504.1	18	12408	12656	1	E																								0	False	
QGNH01000504.1_19	QGNH01000504.1	QGNH01000504.1	19	12661	12912	1	E																								0	False	
QGNH01000504.1_20	QGNH01000504.1	QGNH01000504.1	20	12929	13180	1	E																								0	False	
QGNH01000504.1_21	QGNH01000504.1	QGNH01000504.1	21	14128	14826	1	E																								0	False	
QGNH01000504.1_22	QGNH01000504.1	QGNH01000504.1	22	16057	16251	1	E																								0	False	
QGNH01000504.1_23	QGNH01000504.1	QGNH01000504.1	23	16647	16910	1	E																								0	False	
QGNH01000504.1_24	QGNH01000504.1	QGNH01000504.1	24	16901	17074	1	E																								0	False	
QGNH01000504.1_25	QGNH01000504.1	QGNH01000504.1	25	17258	17350	1	E																								0	False	
QGNH01000504.1_26	QGNH01000504.1	QGNH01000504.1	26	17357	17803	1	E																								0	False	
QGNH01000504.1_27	QGNH01000504.1	QGNH01000504.1	27	17819	18121	1	E																								0	False	
QGNH01000504.1_28	QGNH01000504.1	QGNH01000504.1	28	18118	18396	1	E																								0	False	
QGNH01000504.1_29	QGNH01000504.1	QGNH01000504.1	29	18643	19053	1	E																								0	False	
QGNH01000504.1_30	QGNH01000504.1	QGNH01000504.1	30	19043	19879	1	D			YP_010111166.1	YP_010111166.1 COOH.NH2 ligase [uncultured phage cr108_1]	False	0.373	165.0	5.57e-44								Phage phiEco32-like COOH.NH2 ligase-type 2 [PF14395.9]					VOG09361	REFSEQ COOH.NH2 ligase; Xu	Xu	0	False	
QGNH01000504.1_31	QGNH01000504.1	QGNH01000504.1	31	19886	20563	1	E																								0	False	
QGNH01000504.1_32	QGNH01000504.1	QGNH01000504.1	32	20574	21236	1	D			YP_010111167.1	YP_010111167.1 glutamine amidotransferase [uncultured phage cr108_1]	False	0.384	124.0	6.661e-31	MER0129108	C26	MER0129108 - family C26 unassigned peptidases (Thermomonospora curvata) [C26.UPW]#C26#{peptidase unit: 1-247}~source GEBA2500650977~	False	0.282	71.0	1.595e-12	Peptidase C26 [PF07722.16]					VOG12366	REFSEQ glutamine amidotransferase; Xu	Xu	0	False	P
QGNH01000504.1_33	QGNH01000504.1	QGNH01000504.1	33	21233	21403	1	E																								0	False	
QGNH01000504.1_34	QGNH01000504.1	QGNH01000504.1	34	21405	21857	1	E																								0	False	
QGNH01000504.1_35	QGNH01000504.1	QGNH01000504.1	35	21973	22416	1	E																								0	False	
QGNH01000504.1_36	QGNH01000504.1	QGNH01000504.1	36	22492	24054	1	D																Putative amidoligase enzyme [PF12224.11]								1	False	
QGNH01000504.1_37	QGNH01000504.1	QGNH01000504.1	37	24068	25522	1	E																								0	False	
QGNH01000504.1_38	QGNH01000504.1	QGNH01000504.1	38	25543	25749	1	E																								0	False	
QGNH01000504.1_39	QGNH01000504.1	QGNH01000504.1	39	25978	26598	1	E																								0	False	
QGNH01000504.1_40	QGNH01000504.1	QGNH01000504.1	40	26598	26858	1	E																								0	False	
QGNH01000504.1_41	QGNH01000504.1	QGNH01000504.1	41	26932	27492	1	E																								0	False	
QGNH01000504.1_42	QGNH01000504.1	QGNH01000504.1	42	27871	28725	1	E																								0	False	
QGNH01000504.1_43	QGNH01000504.1	QGNH01000504.1	43	28722	29087	1	E																								0	False	
QGNH01000504.1_44	QGNH01000504.1	QGNH01000504.1	44	29084	29401	1	E																								0	False	
QGNH01000504.1_45	QGNH01000504.1	QGNH01000504.1	45	29362	29667	1	E																								0	False	
QGNH01000504.1_46	QGNH01000504.1	QGNH01000504.1	46	29664	30023	1	E																								0	False	
QGNH01000504.1_47	QGNH01000504.1	QGNH01000504.1	47	29962	30246	1	E																								0	False	
