	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000538.1_1	QGNH01000538.1	QGNH01000538.1	1	183	1994	-1	E																								0	False	F
QGNH01000538.1_2	QGNH01000538.1	QGNH01000538.1	2	2230	2478	-1	E																								0	False	F
QGNH01000538.1_3	QGNH01000538.1	QGNH01000538.1	3	2475	2660	-1	E																								0	False	F
QGNH01000538.1_4	QGNH01000538.1	QGNH01000538.1	4	2824	3219	-1	E																								0	False	F
QGNH01000538.1_5	QGNH01000538.1	QGNH01000538.1	5	3627	3788	-1	D																NUMOD4 motif [PF07463.14]								0	False	F
QGNH01000538.1_6	QGNH01000538.1	QGNH01000538.1	6	3785	5080	-1	D																Alpha amylase, catalytic domain [PF00128.27]; Glycosyl hydrolase family 70 [PF02324.19]	GH13; GH13_5; GH13_7	GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); amino acid transporter; [retaining] sucrose 6(F)-phosphate phosphorylase (EC 2.4.1.329); [retaining] glucosylglycerol phosphorylase (EC 2.4.1.359); ; Glucosylglycerate phosphorylase (EC 2.4.1.352); [retaining] sucrose alpha-glucosidase (EC 3.2.1.48); oligosaccharide alpha-4-glucosyltransferase (EC 2.4.1.161); [retaining] alpha-amylase (EC 3.2.1.1);	2.4.1.25,2.4.1.-,3.2.1.1,3.2.1.133,3.2.1.135,3.2.1.20,3.2.1.2,3.2.1.41,3.2.1.54; 3.2.1.1,3.2.1.98,3.2.1.-,3.2.1.116; 3.2.1.1	GH13_7.hmm				0	False	MF
QGNH01000538.1_7	QGNH01000538.1	QGNH01000538.1	7	5254	6270	-1	D																KTSC domain [PF13619.9]								0	False	
QGNH01000538.1_8	QGNH01000538.1	QGNH01000538.1	8	6280	6957	-1	E																								0	False	
QGNH01000538.1_9	QGNH01000538.1	QGNH01000538.1	9	7116	8090	-1	D			YP_005087203.1	YP_005087203.1 RecT-like ssDNA annealing protein [Rhodococcus phage REQ3]	False	0.272	78.0	2.417e-14								RecT family [PF03837.17]					VOG08192	sp|P03698|VBET_LAMBD Recombination protein bet; Xr	Xr	0	False	V
QGNH01000538.1_10	QGNH01000538.1	QGNH01000538.1	10	8479	8688	1	E																								0	False	
QGNH01000538.1_11	QGNH01000538.1	QGNH01000538.1	11	8702	9091	1	E																								0	False	
QGNH01000538.1_12	QGNH01000538.1	QGNH01000538.1	12	9554	9982	1	E																								0	False	
QGNH01000538.1_13	QGNH01000538.1	QGNH01000538.1	13	10147	10455	-1	E																								0	False	
QGNH01000538.1_14	QGNH01000538.1	QGNH01000538.1	14	10731	11081	1	E																								0	False	
QGNH01000538.1_15	QGNH01000538.1	QGNH01000538.1	15	10910	11308	-1	E																								0	False	
QGNH01000538.1_16	QGNH01000538.1	QGNH01000538.1	16	11343	11753	1	E			YP_009881980.1	YP_009881980.1 hypothetical protein HYP73_gp05 [Klebsiella phage Pylas]	False	0.303	61.0	3.583e-10																0	False	
QGNH01000538.1_17	QGNH01000538.1	QGNH01000538.1	17	11750	12274	-1	D			YP_010302321.1	YP_010302321.1 endolysin [Erwinia phage pEa_SNUABM_1]	False	0.256	63.0	1.724e-10								Predicted Peptidoglycan domain [PF09374.13]					VOG04462	REFSEQ endolysin; Xu	Xu	0	False	
QGNH01000538.1_18	QGNH01000538.1	QGNH01000538.1	18	12340	12903	-1	E																								0	False	
QGNH01000538.1_19	QGNH01000538.1	QGNH01000538.1	19	13065	13412	1	E																								0	False	
QGNH01000538.1_20	QGNH01000538.1	QGNH01000538.1	20	13417	14616	-1	E			YP_009903859.1	YP_009903859.1 tail fiber protein [Achromobacter phage Motura]	False	0.319	78.0	6.853e-14																0	False	
QGNH01000538.1_21	QGNH01000538.1	QGNH01000538.1	21	14613	14885	-1	E																								0	False	
QGNH01000538.1_22	QGNH01000538.1	QGNH01000538.1	22	14886	18593	-1	D																Putative phage tail protein [PF13550.9]								0	False	
QGNH01000538.1_23	QGNH01000538.1	QGNH01000538.1	23	18624	18851	1	E																								0	False	
QGNH01000538.1_24	QGNH01000538.1	QGNH01000538.1	24	18781	19311	-1	D			YP_004421851.1	YP_004421851.1 minor tail protein [Roseobacter phage RDJL Phi 1]	False	0.316	71.0	2.783e-13	MER0721722	C40	MER0721722 - family C40 non-peptidase homologues (Synergistes sp. 3_1_syn1) [C40.UNW]#C40#{peptidase unit: 6-122}~source G9PX88~	False	89.0	5.886e-19	0.429									0	False	P
QGNH01000538.1_25	QGNH01000538.1	QGNH01000538.1	25	19295	19489	-1	E																								0	False	
