	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001504.1_1	QGNH01001504.1	QGNH01001504.1	1	173	406	1	E																								0	False	F
QGNH01001504.1_2	QGNH01001504.1	QGNH01001504.1	2	410	511	1	E																								0	False	F
QGNH01001504.1_3	QGNH01001504.1	QGNH01001504.1	3	512	1078	1	E																					VOG00699	REFSEQ head-tail adaptor; Xu	Xu	0	False	F
QGNH01001504.1_4	QGNH01001504.1	QGNH01001504.1	4	1165	1566	1	E																								0	False	F
QGNH01001504.1_5	QGNH01001504.1	QGNH01001504.1	5	1563	1808	1	E																								0	False	F
QGNH01001504.1_6	QGNH01001504.1	QGNH01001504.1	6	1798	2274	1	E																								0	False	F
QGNH01001504.1_7	QGNH01001504.1	QGNH01001504.1	7	2288	2467	1	E																								0	False	F
QGNH01001504.1_8	QGNH01001504.1	QGNH01001504.1	8	2533	3267	1	E																								0	False	F
QGNH01001504.1_9	QGNH01001504.1	QGNH01001504.1	9	3373	3708	1	E																								0	False	F
QGNH01001504.1_10	QGNH01001504.1	QGNH01001504.1	10	3941	6487	1	E																								0	False	F
QGNH01001504.1_11	QGNH01001504.1	QGNH01001504.1	11	6491	6808	-1	E																								0	False	
QGNH01001504.1_12	QGNH01001504.1	QGNH01001504.1	12	6829	7239	1	E																								0	False	
QGNH01001504.1_13	QGNH01001504.1	QGNH01001504.1	13	7500	8576	1	D																Conserved hypothetical protein 2217 (DUF2460) [PF09343.13]								0	False	
QGNH01001504.1_14	QGNH01001504.1	QGNH01001504.1	14	8573	9445	1	D			YP_010738922.1	YP_010738922.1 FAD/FMN-containing dehydrogenase [Xanthomonas phage Xp12]	False	0.25	63.0	1.414e-09								Uncharacterized conserved protein (DUF2163) [PF09931.12]; Phage conserved hypothetical protein BR0599 [PF09356.13]					VOG04054	REFSEQ tail assembly protein; Xu	Xu	0	False	
QGNH01001504.1_15	QGNH01001504.1	QGNH01001504.1	15	9442	9900	1	D			YP_009600190.1	YP_009600190.1 minor tail protein [Dinoroseobacter phage vB_DshS-R5C]	False	0.325	61.0	4.342e-10	MER0721332	C40	MER0721332 - family C40 non-peptidase homologues (Acinetobacter oleivorans) [C40.UNW]#C40#{peptidase unit: 15-141}~source D8JEI9~	False	145.0	7.124e-39	0.578									0	False	P
QGNH01001504.1_16	QGNH01001504.1	QGNH01001504.1	16	9897	12689	1	D																Putative phage tail protein [PF13550.9]								0	False	
QGNH01001504.1_17	QGNH01001504.1	QGNH01001504.1	17	12692	13042	1	E																								0	False	
QGNH01001504.1_18	QGNH01001504.1	QGNH01001504.1	18	13116	13478	1	E																								0	False	
QGNH01001504.1_19	QGNH01001504.1	QGNH01001504.1	19	13493	13936	1	C	K01185	lysozyme [EC:3.2.1.17]	YP_009289771.1	YP_009289771.1 endolysin [Acinetobacter phage vB_AbaS_TRS1]	False	0.441	114.0	2.038e-28								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	
QGNH01001504.1_20	QGNH01001504.1	QGNH01001504.1	20	13933	14178	1	E																								0	False	
QGNH01001504.1_21	QGNH01001504.1	QGNH01001504.1	21	14204	14521	1	E																								0	False	
QGNH01001504.1_22	QGNH01001504.1	QGNH01001504.1	22	14521	14820	1	E																								0	False	
QGNH01001504.1_23	QGNH01001504.1	QGNH01001504.1	23	14829	15755	1	E																								0	False	
QGNH01001504.1_24	QGNH01001504.1	QGNH01001504.1	24	15990	16409	1	E																								0	False	F
QGNH01001504.1_25	QGNH01001504.1	QGNH01001504.1	25	16422	16658	-1	E																								0	False	F
QGNH01001504.1_26	QGNH01001504.1	QGNH01001504.1	26	16655	16879	-1	E																								0	False	F
QGNH01001504.1_27	QGNH01001504.1	QGNH01001504.1	27	16842	17111	-1	E																								0	False	F
QGNH01001504.1_28	QGNH01001504.1	QGNH01001504.1	28	17108	17350	-1	E																								0	False	F
QGNH01001504.1_29	QGNH01001504.1	QGNH01001504.1	29	17350	17643	-1	D			YP_010649478.1	YP_010649478.1 hypothetical protein PP353_gp71 [Arthrobacter phage Kumotta]	False	0.538	113.0	5.909e-29								Domain of unknown function (DUF4326) [PF14216.9]								0	False	F
QGNH01001504.1_30	QGNH01001504.1	QGNH01001504.1	30	17640	17894	-1	E																								0	False	F
QGNH01001504.1_31	QGNH01001504.1	QGNH01001504.1	31	18278	19219	1	C	K14059	integrase	YP_009838938.1	YP_009838938.1 integrase [Paenibacillus phage Jacopo]	False	0.275	107.0	7.031999999999999e-24								Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	VF
QGNH01001504.1_32	QGNH01001504.1	QGNH01001504.1	32	19174	19434	1	E																								0	False	F
QGNH01001504.1_33	QGNH01001504.1	QGNH01001504.1	33	19359	19883	-1	D																Double zinc ribbon [PF12773.10]								0	False	F
QGNH01001504.1_34	QGNH01001504.1	QGNH01001504.1	34	20083	20436	-1	E																								0	False	F
QGNH01001504.1_35	QGNH01001504.1	QGNH01001504.1	35	20433	20870	-1	C	K03088	RNA polymerase sigma-70 factor, ECF subfamily														Sigma-70, region 4 [PF04545.19]; Sigma-70, region 4 [PF08281.15]; ECF sigma factor [PF07638.14]								0	False	F
