	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_900696545.1_CAADGN010000001.1_1	GCA_900696545.1	CAADGN010000001.1	1	285	1250	-1	C	K07481	transposase, IS5 family								Transposase domain (DUF772) [PF05598.14]; Transposase DDE domain [PF01609.24]; DDE superfamily endonuclease [PF13359.9]					0
GCA_900696545.1_CAADGN010000001.1_2	GCA_900696545.1	CAADGN010000001.1	2	1312	1551	1	E															0
GCA_900696545.1_CAADGN010000001.1_3	GCA_900696545.1	CAADGN010000001.1	3	1548	1823	-1	E															0
GCA_900696545.1_CAADGN010000001.1_4	GCA_900696545.1	CAADGN010000001.1	4	1823	2884	-1	D			MER1381814	A39	MER1381814 -  (Synechococcus sp. PCC 7336) [A39.UNW]#A39#{peptidase unit: 218-1467}~source WP_051039833~	False	0.327	80.0	1.469e-14						0
GCA_900696545.1_CAADGN010000002.1_1	GCA_900696545.1	CAADGN010000002.1	1	3	1442	1	D										Helicase conserved C-terminal domain [PF00271.34]					0
GCA_900696545.1_CAADGN010000002.1_2	GCA_900696545.1	CAADGN010000002.1	2	1444	3372	1	C	K07459	putative ATP-dependent endonuclease of the OLD family								AAA ATPase domain [PF13175.9]; RecF/RecN/SMC N terminal domain [PF02463.22]; AAA domain [PF13476.9]; AAA domain [PF13514.9]; Protein of unknown function (DUF2813) [PF11398.11]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.9]; Overcoming lysogenization defect protein-like, TOPRIM domain [PF20469.1]					0
GCA_900696545.1_CAADGN010000002.1_3	GCA_900696545.1	CAADGN010000002.1	3	3369	5300	1	C	K07316	adenine-specific DNA-methyltransferase [EC:2.1.1.72]								DNA methylase [PF01555.21]					0
GCA_900696545.1_CAADGN010000002.1_4	GCA_900696545.1	CAADGN010000002.1	4	5319	8348	1	C	K01156	type III restriction enzyme [EC:3.1.21.5]								Endonuclease domain [PF19778.2]; Type III restriction enzyme, res subunit [PF04851.18]					0
GCA_900696545.1_CAADGN010000002.1_5	GCA_900696545.1	CAADGN010000002.1	5	8500	8679	1	E															0
GCA_900696545.1_CAADGN010000003.1_1	GCA_900696545.1	CAADGN010000003.1	1	212	2332	1	C	K02014	iron complex outermembrane recepter protein	MER0182283	I39	MER0182283 - family I39 unassigned peptidase inhibitors (Desulfovibrio magneticus) [I39.UPW]#I39#{inhibitor unit: 32-163}~source BAH76254~	False	0.296	61.0	6.522e-08	TonB dependent receptor [PF00593.27]; TonB-dependent Receptor Plug Domain [PF07715.18]					0
GCA_900696545.1_CAADGN010000003.1_2	GCA_900696545.1	CAADGN010000003.1	2	2606	2686	1	E															0
GCA_900696545.1_CAADGN010000004.1_1	GCA_900696545.1	CAADGN010000004.1	1	3	1037	1	D			MER1380036	A39	MER1380036 -  (Haliscomenobacter hydrossis) [A39.UNW]#A39#{peptidase unit: 46-1216}~source WP_013763581~	False	0.427	61.0	2.386e-08						0
GCA_900696545.1_CAADGN010000004.1_2	GCA_900696545.1	CAADGN010000004.1	2	1099	1965	1	E															0
GCA_900696545.1_CAADGN010000004.1_3	GCA_900696545.1	CAADGN010000004.1	3	1996	2739	1	E															0
