	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_014361295.1_JACIVX010000001.1_1	GCA_014361295.1	JACIVX010000001.1	1	1592	2098	-1	D										AmiS/UreI family transporter [PF02293.18]					0
GCA_014361295.1_JACIVX010000001.1_2	GCA_014361295.1	JACIVX010000001.1	2	3415	4470	1	C	K06947	polynucleotide 5'-hydroxyl-kinase GRC3/NOL9 [EC:2.7.1.-]								mRNA cleavage and polyadenylation factor CLP1 P-loop [PF16575.8]					0
GCA_014361295.1_JACIVX010000001.1_3	GCA_014361295.1	JACIVX010000001.1	3	5214	5393	-1	E															0
GCA_014361295.1_JACIVX010000001.1_4	GCA_014361295.1	JACIVX010000001.1	4	5534	6217	1	C	K07731	putative transcriptional regulator								Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]; Helix-turn-helix [PF01381.25]; Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.8]					0
GCA_014361295.1_JACIVX010000001.1_5	GCA_014361295.1	JACIVX010000001.1	5	6237	7295	1	C	K01641	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]								Hydroxymethylglutaryl-coenzyme A synthase N terminal [PF01154.20]; 3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal [PF08541.13]; Hydroxymethylglutaryl-coenzyme A synthase C terminal [PF08540.13]					0
GCA_014361295.1_JACIVX010000001.1_6	GCA_014361295.1	JACIVX010000001.1	6	7292	8458	1	D										Thiolase, N-terminal domain [PF00108.26]; Thiolase, C-terminal domain [PF02803.21]					0
GCA_014361295.1_JACIVX010000001.1_7	GCA_014361295.1	JACIVX010000001.1	7	8604	8864	1	C	K07068	uncharacterized protein								DUF35 OB-fold domain, acyl-CoA-associated [PF01796.20]					0
GCA_014361295.1_JACIVX010000001.1_8	GCA_014361295.1	JACIVX010000001.1	8	8877	13214	-1	E															0
GCA_014361295.1_JACIVX010000001.1_9	GCA_014361295.1	JACIVX010000001.1	9	13439	13963	-1	C	K09119	KEOPS complex subunit Cgi121								Kinase binding protein CGI-121 [PF08617.13]					0
GCA_014361295.1_JACIVX010000001.1_10	GCA_014361295.1	JACIVX010000001.1	10	14061	15209	-1	D										Citrate transporter [PF03600.19]; Arsenical pump membrane protein [PF02040.18]; Sodium:sulfate symporter transmembrane region [PF00939.22]					0
