	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_902771225.1_CACXWH010000001.1_1	GCA_902771225.1	CACXWH010000001.1	1	277	1470	1	D										ATP-grasp domain [PF13535.9]; ATP-grasp domain [PF02655.17]; Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain [PF01071.22]; ATP-grasp in the biosynthetic pathway with Ter operon [PF15632.9]; D-ala D-ala ligase C-terminus [PF07478.16]					0
GCA_902771225.1_CACXWH010000001.1_2	GCA_902771225.1	CACXWH010000001.1	2	1600	2304	1	C	K02003	putative ABC transport system ATP-binding protein								ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]					0
GCA_902771225.1_CACXWH010000001.1_3	GCA_902771225.1	CACXWH010000001.1	3	2309	4579	1	C	K02004	putative ABC transport system permease protein								FtsX-like permease family [PF02687.24]					0
GCA_902771225.1_CACXWH010000001.1_4	GCA_902771225.1	CACXWH010000001.1	4	4644	6902	1	C	K02004	putative ABC transport system permease protein								FtsX-like permease family [PF02687.24]					0
GCA_902771225.1_CACXWH010000001.1_5	GCA_902771225.1	CACXWH010000001.1	5	6970	7434	1	D										Uncharacterized protein conserved in archaea (DUF2124) [PF09897.12]					0
GCA_902771225.1_CACXWH010000001.1_6	GCA_902771225.1	CACXWH010000001.1	6	7556	7933	1	C	K21903	ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor								Bacterial regulatory protein, arsR family [PF01022.23]; Helix-turn-helix domain [PF12840.10]					0
GCA_902771225.1_CACXWH010000001.1_7	GCA_902771225.1	CACXWH010000001.1	7	7951	10290	1	C	K01534	Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]								haloacid dehalogenase-like hydrolase [PF00702.29]; E1-E2 ATPase [PF00122.23]					0
GCA_902771225.1_CACXWH010000001.1_8	GCA_902771225.1	CACXWH010000001.1	8	10536	11147	-1	D										ABC transporter [PF00005.30]					0
GCA_902771225.1_CACXWH010000001.1_9	GCA_902771225.1	CACXWH010000001.1	9	11137	12096	-1	D										ABC transporter [PF00005.30]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.15]					0
GCA_902771225.1_CACXWH010000001.1_10	GCA_902771225.1	CACXWH010000001.1	10	12097	12948	-1	E															0
GCA_902771225.1_CACXWH010000001.1_11	GCA_902771225.1	CACXWH010000001.1	11	12941	13999	-1	C	K02033	peptide/nickel transport system permease protein								Binding-prot-dependent transport system membrane comp, N-term [PF19300.2]					0
GCA_902771225.1_CACXWH010000001.1_12	GCA_902771225.1	CACXWH010000001.1	12	14015	15631	-1	C	K02035	peptide/nickel transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.25]					0
