target	query	e-value	score	length	start	end
strain_GIC31_complete_genome_948639_949730_+	phrog_10027	2.4e-08	30.3	363	5	87
strain_GIC31_complete_genome_948639_949730_+	phrog_5045	2.8e-31	105.0	363	100	340
strain_GIC31_complete_genome_1441770_1443107_+	phrog_6700	2.9e-28	95.8	445	302	431
strain_GIC31_complete_genome_2066540_2067844_-	phrog_6700	1.2e-30	102.9	434	305	420
strain_GIC31_complete_genome_151104_152096_+	phrog_6700	6.1e-29	98.4	330	191	303
strain_GIC31_complete_genome_769734_771107_+	phrog_14988	1.3e-25	87.3	457	330	453
strain_GIC31_complete_genome_1419006_1419725_+	phrog_6700	1.7e-29	99.6	239	101	236
strain_GIC31_complete_genome_250229_251764_+	phrog_6700	1e-30	104.0	511	378	494
strain_GIC31_complete_genome_420158_420874_-	phrog_6700	8.5e-24	81.8	238	112	234
strain_GIC31_complete_genome_91503_92153_+	phrog_10255	1.7e-08	31.3	216	3	39
strain_GIC31_complete_genome_1448462_1449079_-	phrog_10276	1.6e-40	136.0	205	66	204
strain_GIC31_complete_genome_1961769_1962398_-	phrog_10276	7.9e-40	133.8	209	50	207
strain_GIC31_complete_genome_1959183_1959476_-	phrog_10276	1.4e-32	110.3	97	1	95
strain_GIC31_complete_genome_994058_996655_+	phrog_17	2.6e-110	367.0	865	450	864
strain_GIC31_complete_genome_994058_996655_+	phrog_107	2.1e-40	135.3	865	3	282
strain_GIC31_complete_genome_2527871_2528308_+	phrog_8793	6.2e-17	58.1	145	53	133
strain_GIC31_complete_genome_2288056_2288691_-	phrog_731	6.4e-32	107.6	206	1	198
strain_GIC31_complete_genome_723524_724216_+	phrog_731	5.4e-38	127.6	230	6	226
strain_GIC31_complete_genome_1947153_1947929_+	phrog_1198	1.2e-20	71.1	258	109	211
strain_GIC31_complete_genome_1310893_1311390_+	phrog_1198	1.6e-15	54.9	165	5	131
strain_GIC31_complete_genome_1357954_1358565_+	phrog_25541	2.2e-50	168.3	203	8	190
strain_GIC31_complete_genome_2733698_2734180_+	phrog_1198	4e-27	92.5	160	24	141
strain_GIC31_complete_genome_2268467_2268946_+	phrog_1198	3.6e-09	34.4	159	20	83
strain_GIC31_complete_genome_2629176_2629679_+	phrog_1198	4.1e-21	73.1	167	31	154
strain_GIC31_complete_genome_1185925_1186455_+	phrog_1185	1e-15	55.5	176	33	125
strain_GIC31_complete_genome_2324969_2327944_+	phrog_759	9.1e-55	182.4	991	777	989
strain_GIC31_complete_genome_2324969_2327944_+	phrog_1794	2.1e-14	41.9	991	35	169
strain_GIC31_complete_genome_1155420_1156505_-	phrog_25820	9.3e-15	51.6	361	225	311
strain_GIC31_complete_genome_31413_32969_+	phrog_30773	8.5e-191	632.8	518	9	484
strain_GIC31_complete_genome_1249845_1252106_+	phrog_4339	7.2e-53	58.6	753	329	460
strain_GIC31_complete_genome_1249845_1252106_+	phrog_4339	7.2e-53	37.5	753	602	737
strain_GIC31_complete_genome_1249845_1252106_+	phrog_4339	7.2e-53	44.8	753	228	327
strain_GIC31_complete_genome_1249845_1252106_+	phrog_4339	7.2e-53	37.8	753	504	593
strain_GIC31_complete_genome_1992346_1994646_-	phrog_15585	0	1019.7	766	3	763
strain_GIC31_complete_genome_50708_53143_+	phrog_4871	2.7e-285	945.6	811	7	805
strain_GIC31_complete_genome_1737646_1738647_-	phrog_10430	3.2e-114	379.9	323	7	311
strain_GIC31_complete_genome_1735874_1737214_-	phrog_14241	3.4e-158	524.3	446	3	431
strain_GIC31_complete_genome_1701220_1702269_-	phrog_10430	1.3e-15	53.7	349	127	320
strain_GIC31_complete_genome_2631323_2631967_+	phrog_1550	2e-63	211.8	214	3	207
strain_GIC31_complete_genome_2466501_2468297_-	phrog_13807	8.6e-233	771.3	598	1	598
strain_GIC31_complete_genome_114252_116048_+	phrog_13807	5.9e-237	785.0	598	1	598
strain_GIC31_complete_genome_29320_30726_+	phrog_424	1.6e-08	30.2	468	61	216
strain_GIC31_complete_genome_1229459_1230070_-	phrog_4	2.3e-27	92.1	203	65	201
strain_GIC31_complete_genome_2861699_2862586_-	phrog_4715	3.8e-44	148.8	295	29	248
strain_GIC31_complete_genome_2860867_2861652_-	phrog_3264	5.4e-45	151.5	261	3	217
strain_GIC31_complete_genome_815222_816181_+	phrog_2118	6e-13	45.5	319	211	303
strain_GIC31_complete_genome_1722212_1722760_-	phrog_1040	6.2e-24	82.3	182	5	179
strain_GIC31_complete_genome_896028_897068_-	phrog_86	9.7e-96	318.1	318	1	312
strain_GIC31_complete_genome_897561_899960_-	phrog_84	2.4e-240	796.7	799	70	798
strain_GIC31_complete_genome_560065_561672_-	phrog_14642	2.4e-09	33.2	535	17	84
strain_GIC31_complete_genome_560065_561672_-	phrog_329	1.1e-16	58.3	535	413	532
strain_GIC31_complete_genome_560065_561672_-	phrog_1794	3.4e-36	28.8	535	172	232
strain_GIC31_complete_genome_560065_561672_-	phrog_1794	3.4e-36	36.2	535	246	314
strain_GIC31_complete_genome_560065_561672_-	phrog_400	1.2e-12	44.7	535	318	510
strain_GIC31_complete_genome_358927_359628_-	phrog_400	6.1e-20	69.0	233	58	219
strain_GIC31_complete_genome_358927_359628_-	phrog_12508	6.8e-22	74.8	233	107	212
strain_GIC31_complete_genome_686873_687592_-	phrog_12747	2.9e-32	109.3	229	2	171
strain_GIC31_complete_genome_2386763_2387491_+	phrog_10724	1.6e-57	192.0	242	10	236
strain_GIC31_complete_genome_462019_462738_-	phrog_10724	9.9e-49	163.1	239	1	231
