	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000676.1_1	QGNH01000676.1	QGNH01000676.1	1	97	288	1	E																								0	False	F
QGNH01000676.1_2	QGNH01000676.1	QGNH01000676.1	2	288	527	1	E																								0	False	F
QGNH01000676.1_3	QGNH01000676.1	QGNH01000676.1	3	514	852	1	E			YP_006383265.1	YP_006383265.1 hypothetical protein CR3_gp250 [Cronobacter phage CR3]	False	0.493	98.0	1.939e-23													VOG12424	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000676.1_4	QGNH01000676.1	QGNH01000676.1	4	998	2878	1	C	K02334	DNA polymerase bacteriophage-type [EC:2.7.7.7]	YP_009030597.1	YP_009030597.1 DNA polymerase [Pseudomonas phage KPP25]	False	0.275	243.0	3.481e-66								DNA polymerase family A [PF00476.23]					VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xr;Xh	0	False	VF
QGNH01000676.1_5	QGNH01000676.1	QGNH01000676.1	5	2981	3301	1	D			YP_009815369.1	YP_009815369.1 nucleoside 2-deoxyribosyltransferase [Arthrobacter phage DrManhattan]	False	0.425	80.0	1.655e-17								Domain of unknown function (DUF4406) [PF14359.9]								0	False	F
QGNH01000676.1_6	QGNH01000676.1	QGNH01000676.1	6	3294	3617	1	D			YP_001285703.1	YP_001285703.1 p33 [Xanthomonas phage Xop411]	False	0.683	131.0	4.4850000000000003e-35								dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]					VOG03266	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000676.1_7	QGNH01000676.1	QGNH01000676.1	7	3604	3747	1	E																								0	False	F
QGNH01000676.1_8	QGNH01000676.1	QGNH01000676.1	8	3744	4424	1	D																PD-(D/E)XK nuclease superfamily [PF12705.10]					VOG00510	sp|O64262|VG69_BPMD2 Gene 69 protein; Xu	Xu	0	False	F
QGNH01000676.1_9	QGNH01000676.1	QGNH01000676.1	9	4424	4672	1	E																								0	False	F
QGNH01000676.1_10	QGNH01000676.1	QGNH01000676.1	10	4669	4950	1	E																								0	False	F
QGNH01000676.1_11	QGNH01000676.1	QGNH01000676.1	11	4952	5284	1	E																								0	False	F
QGNH01000676.1_12	QGNH01000676.1	QGNH01000676.1	12	5226	5522	1	E																								0	False	
QGNH01000676.1_13	QGNH01000676.1	QGNH01000676.1	13	5549	7063	1	D			YP_239310.1	YP_239310.1 possible DNA helicase [Xanthomonas phage Xp15]	False	0.359	268.0	7.941e-76								SNF2-related domain [PF00176.26]; Helicase conserved C-terminal domain [PF00271.34]; Type III restriction enzyme, res subunit [PF04851.18]					VOG00205	sp|Q9T1Q7|VP41_BPAPS Putative protein p41; Xu	Xu	0	False	
QGNH01000676.1_14	QGNH01000676.1	QGNH01000676.1	14	7065	7469	1	E																								0	False	
