	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000660.1_1	QGNH01000660.1	QGNH01000660.1	1	2	619	1	E																								0	False	F
QGNH01000660.1_2	QGNH01000660.1	QGNH01000660.1	2	635	937	1	E																								0	False	F
QGNH01000660.1_3	QGNH01000660.1	QGNH01000660.1	3	939	1514	1	E																								0	False	F
QGNH01000660.1_4	QGNH01000660.1	QGNH01000660.1	4	1632	1976	1	E																								0	False	F
QGNH01000660.1_5	QGNH01000660.1	QGNH01000660.1	5	1982	2416	1	E																								0	False	F
QGNH01000660.1_6	QGNH01000660.1	QGNH01000660.1	6	2418	4241	1	D			YP_010114613.1	YP_010114613.1 prohead core protein serine protease [Flavobacterium phage vB_FspM_immuto_2-6A]	False	0.386	123.0	1.789e-27	MER1358767	S77	MER1358767 - family S77 non-peptidase homologues () [S77.UNW]#S77#{peptidase unit: 21-165}~source PCJ96753~	False	115.0	1.255e-24	0.44	Prohead core protein serine protease [PF03420.16]					VOG00647	sp|P06807|PCPP_BPT4 Prohead core protein protease; XhXs	Xh;Xs	0	False	VPF
QGNH01000660.1_7	QGNH01000660.1	QGNH01000660.1	7	4270	5685	1	D			YP_009302420.1	YP_009302420.1 major capsid protein [Bacillus phage SP-15]	False	0.307	202.0	6.056999999999998e-54								Major capsid protein Gp23 [PF07068.14]					VOG00452	sp|P04535|CAPSH_BPT4 Major capsid protein; XhXs	Xh;Xs	0	False	VF
QGNH01000660.1_8	QGNH01000660.1	QGNH01000660.1	8	5807	6319	1	E			YP_010356083.1	YP_010356083.1 endonuclease VII [Flavobacterium phage vB_FspP_elemoB_14-3B]	False	0.392	110.0	1.17e-26													VOG02202	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	
QGNH01000660.1_9	QGNH01000660.1	QGNH01000660.1	9	6442	7212	1	E																								0	False	
QGNH01000660.1_10	QGNH01000660.1	QGNH01000660.1	10	7237	7737	1	E																								0	False	
QGNH01000660.1_11	QGNH01000660.1	QGNH01000660.1	11	7747	8487	1	E			YP_009611808.1	YP_009611808.1 hypothetical protein FDI40_gp143 [Agrobacterium phage Atu_ph07]	False	0.216	61.0	3.444e-09													VOG00449	sp|P11110|NECK1_BPT4 Neck protein gp13; Xs	Xs	0	False	V
QGNH01000660.1_12	QGNH01000660.1	QGNH01000660.1	12	8611	9882	1	E																								0	False	
QGNH01000660.1_13	QGNH01000660.1	QGNH01000660.1	13	9910	10362	1	E																								0	False	
QGNH01000660.1_14	QGNH01000660.1	QGNH01000660.1	14	10371	10856	1	E																								0	False	
QGNH01000660.1_15	QGNH01000660.1	QGNH01000660.1	15	10922	11302	1	E																								0	False	
QGNH01000660.1_16	QGNH01000660.1	QGNH01000660.1	16	11309	11842	1	E																								0	False	
QGNH01000660.1_17	QGNH01000660.1	QGNH01000660.1	17	11850	12437	1	D			YP_009056495.1	YP_009056495.1 homing endonuclease [Bacillus phage Bobb]	False	0.291	78.0	3.41e-15								NUMOD3 motif [PF07460.14]					VOG00048	sp|P13299|TEV1_BPT4 Intron-associated endonuclease 1; Xh	Xh	0	False	
QGNH01000660.1_18	QGNH01000660.1	QGNH01000660.1	18	12438	13226	1	E																								0	False	
QGNH01000660.1_19	QGNH01000660.1	QGNH01000660.1	19	13230	13394	1	E																								0	False	
QGNH01000660.1_20	QGNH01000660.1	QGNH01000660.1	20	13418	13930	1	E																								0	False	
QGNH01000660.1_21	QGNH01000660.1	QGNH01000660.1	21	13930	14331	1	E																								0	False	
QGNH01000660.1_22	QGNH01000660.1	QGNH01000660.1	22	14350	17055	1	C	K06907	uncharacterized protein	YP_009302431.1	YP_009302431.1 tail sheath [Bacillus phage SP-15]	False	0.483	257.0	1.194e-68								Phage tail sheath protein subtilisin-like domain [PF04984.17]; Phage tail sheath C-terminal domain [PF17482.5]					VOG00168	sp|P13332|TSP_BPT4 Tail sheath protein; XpXrXs	Xr;Xp;Xs	0	False	V
QGNH01000660.1_23	QGNH01000660.1	QGNH01000660.1	23	17073	17447	1	E																								0	False	
QGNH01000660.1_24	QGNH01000660.1	QGNH01000660.1	24	17447	18346	1	D																Collagen triple helix repeat (20 copies) [PF01391.21]					VOG05465	REFSEQ collagen-like protein; Xu	Xu	0	False	
QGNH01000660.1_25	QGNH01000660.1	QGNH01000660.1	25	18319	18783	1	D																HNH endonuclease [PF14279.9]								0	False	
QGNH01000660.1_26	QGNH01000660.1	QGNH01000660.1	26	18786	19361	1	D																HNH endonuclease [PF13395.9]								0	False	
QGNH01000660.1_27	QGNH01000660.1	QGNH01000660.1	27	19666	20001	1	D			YP_009302432.1	YP_009302432.1 tail tube protein [Bacillus phage SP-15]	False	0.342	62.0	5.723e-11								T4-like virus tail tube protein gp19 [PF06841.15]								0	False	
QGNH01000660.1_28	QGNH01000660.1	QGNH01000660.1	28	20014	20679	1	E																								0	False	
QGNH01000660.1_29	QGNH01000660.1	QGNH01000660.1	29	20784	21602	1	D			YP_009302433.1	YP_009302433.1 baseplate hub [Bacillus phage SP-15]	False	0.306	111.0	1.674e-25								T4 bacteriophage base plate protein [PF12322.11]					VOG01412	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000660.1_30	QGNH01000660.1	QGNH01000660.1	30	21595	21735	1	E																								0	False	
QGNH01000660.1_31	QGNH01000660.1	QGNH01000660.1	31	21736	24096	1	D			YP_009223750.1	YP_009223750.1 tail length tape measure protein [Geobacillus virus E3]	False	0.42	74.0	4.463e-12								Transglycosylase SLT domain [PF01464.23]	GH23	GH23 lysozyme type G (EC 3.2.1.17); peptidoglycan lyase (EC 4.2.2.n1) also known in the literature as peptidoglycan lytic transglycosylase; chitinase (EC 3.2.1.14)	3.2.1.17,3.2.1.17_or_4.2.2.n1,4.2.2.n1	GH23.hmm	VOG00434	REFSEQ lytic tail protein; Xu	Xu	0	False	
QGNH01000660.1_32	QGNH01000660.1	QGNH01000660.1	32	24099	24530	1	D			YP_001285800.1	YP_001285800.1 endonuclease VII [Phormidium phage Pf-WMP3]	False	0.444	105.0	1.772e-25								Recombination endonuclease VII [PF02945.18]					VOG00049	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	
QGNH01000660.1_33	QGNH01000660.1	QGNH01000660.1	33	24514	25116	1	D																Contractile injection system tube protein [PF19266.2]								0	False	
QGNH01000660.1_34	QGNH01000660.1	QGNH01000660.1	34	25116	25472	1	E																								0	False	
QGNH01000660.1_35	QGNH01000660.1	QGNH01000660.1	35	25472	27271	1	E																								0	False	
QGNH01000660.1_36	QGNH01000660.1	QGNH01000660.1	36	27271	28428	1	D			YP_009302439.1	YP_009302439.1 baseplate hub + tail lysozyme [Bacillus phage SP-15]	False	0.313	99.0	1.29e-20								Type VI secretion system/phage-baseplate injector OB domain [PF04717.15]								0	False	
QGNH01000660.1_37	QGNH01000660.1	QGNH01000660.1	37	28441	33231	1	D																IPT/TIG domain [PF01833.27]; Putative Ig domain [PF05345.15]								0	False	F
QGNH01000660.1_38	QGNH01000660.1	QGNH01000660.1	38	33234	33389	1	E																								0	False	F
QGNH01000660.1_39	QGNH01000660.1	QGNH01000660.1	39	33396	34067	1	E																								0	False	F
