	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000438.1_1	QGNH01000438.1	QGNH01000438.1	1	1	477	1	E																								0	False	F
QGNH01000438.1_2	QGNH01000438.1	QGNH01000438.1	2	490	1428	1	E			YP_009778022.1	YP_009778022.1 tail fiber protein [uncultured phage_MedDCM-OCT-S45-C4]	False	0.213	65.0	4.19e-10																0	False	F
QGNH01000438.1_3	QGNH01000438.1	QGNH01000438.1	3	1440	1769	1	E																								0	False	F
QGNH01000438.1_4	QGNH01000438.1	QGNH01000438.1	4	1772	1906	1	E																								0	False	F
QGNH01000438.1_5	QGNH01000438.1	QGNH01000438.1	5	1950	2249	1	E																								0	False	F
QGNH01000438.1_6	QGNH01000438.1	QGNH01000438.1	6	2246	3634	1	C	K07273	lysozyme	YP_010756114.1	YP_010756114.1 hypothetical protein QEJ67_gp12 [Clostridium phage CI55P1]	False	0.306	99.0	2.207e-20								Glycosyl hydrolases family 25 [PF01183.23]; Phosphodiester glycosidase [PF09992.12]	GH25	GH25 lysozyme (EC 3.2.1.17)	3.2.1.17	GH25.hmm				0	False	F
QGNH01000438.1_7	QGNH01000438.1	QGNH01000438.1	7	3647	4210	1	E																								0	False	F
QGNH01000438.1_8	QGNH01000438.1	QGNH01000438.1	8	4384	4545	1	E																								0	False	F
QGNH01000438.1_9	QGNH01000438.1	QGNH01000438.1	9	4719	5006	1	E																								0	False	F
QGNH01000438.1_10	QGNH01000438.1	QGNH01000438.1	10	4909	5196	-1	D																Helix-turn-helix [PF01381.25]; Bacteriophage CI repressor helix-turn-helix domain [PF07022.16]								0	False	F
QGNH01000438.1_11	QGNH01000438.1	QGNH01000438.1	11	5558	5761	1	D																Helix-turn-helix domain [PF12728.10]								0	False	
QGNH01000438.1_12	QGNH01000438.1	QGNH01000438.1	12	5736	5909	1	E																								0	False	
QGNH01000438.1_13	QGNH01000438.1	QGNH01000438.1	13	5906	6616	1	E																								0	False	
QGNH01000438.1_14	QGNH01000438.1	QGNH01000438.1	14	6594	7016	1	E																								0	False	
QGNH01000438.1_15	QGNH01000438.1	QGNH01000438.1	15	7031	7198	1	E																								0	False	
QGNH01000438.1_16	QGNH01000438.1	QGNH01000438.1	16	7158	7409	1	E																								0	False	
QGNH01000438.1_17	QGNH01000438.1	QGNH01000438.1	17	7543	7776	1	E																								0	False	
QGNH01000438.1_18	QGNH01000438.1	QGNH01000438.1	18	7980	8543	1	E																								0	False	
QGNH01000438.1_19	QGNH01000438.1	QGNH01000438.1	19	9185	9388	1	E																								0	False	
QGNH01000438.1_20	QGNH01000438.1	QGNH01000438.1	20	9348	9560	1	E																								0	False	
QGNH01000438.1_21	QGNH01000438.1	QGNH01000438.1	21	9748	10173	1	E																								0	False	
QGNH01000438.1_22	QGNH01000438.1	QGNH01000438.1	22	10187	10813	1	D			YP_007237914.1	YP_007237914.1 methyltransferase [Tetrasphaera phage TJE1]	False	0.527	211.0	8.206e-61								DNA methylase [PF01555.21]					VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xp;Xh	0	False	
