	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001276.1_1	QGNH01001276.1	QGNH01001276.1	1	3	155	-1	E																								0	False	F
QGNH01001276.1_2	QGNH01001276.1	QGNH01001276.1	2	293	421	-1	E																								0	False	F
QGNH01001276.1_3	QGNH01001276.1	QGNH01001276.1	3	418	630	-1	E																								0	False	F
QGNH01001276.1_4	QGNH01001276.1	QGNH01001276.1	4	627	1472	-1	C	K07455	recombination protein RecT	YP_010052853.1	YP_010052853.1 RecT-like ssDNA annealing protein [Edwardsiella phage Edno5]	False	0.385	141.0	7.695e-36								RecT family [PF03837.17]					VOG08192	sp|P03698|VBET_LAMBD Recombination protein bet; Xr	Xr	0	False	VF
QGNH01001276.1_5	QGNH01001276.1	QGNH01001276.1	5	1474	2301	-1	D			YP_004934633.1	YP_004934633.1 exonuclease VIII [Synechococcus phage S-CBS1]	False	0.341	146.0	1.537e-37								PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]								0	False	F
QGNH01001276.1_6	QGNH01001276.1	QGNH01001276.1	6	2305	2580	-1	E																								0	False	F
QGNH01001276.1_7	QGNH01001276.1	QGNH01001276.1	7	2577	3008	-1	E			YP_007237221.1	YP_007237221.1 hypothetical protein G169_gp46 [Pseudomonas phage AF]	False	0.469	87.0	4.703e-19													VOG04555	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001276.1_8	QGNH01001276.1	QGNH01001276.1	8	2998	3129	-1	E																								0	False	F
QGNH01001276.1_9	QGNH01001276.1	QGNH01001276.1	9	3126	3374	-1	E																								0	False	F
QGNH01001276.1_10	QGNH01001276.1	QGNH01001276.1	10	3374	3703	-1	E																								0	False	F
QGNH01001276.1_11	QGNH01001276.1	QGNH01001276.1	11	3706	3990	-1	E																								0	False	F
QGNH01001276.1_12	QGNH01001276.1	QGNH01001276.1	12	4339	4527	1	E																								0	False	F
QGNH01001276.1_13	QGNH01001276.1	QGNH01001276.1	13	4544	4873	1	E																								0	False	F
QGNH01001276.1_14	QGNH01001276.1	QGNH01001276.1	14	5412	5603	-1	E																								0	False	
QGNH01001276.1_15	QGNH01001276.1	QGNH01001276.1	15	5608	5781	-1	E																								0	False	
QGNH01001276.1_16	QGNH01001276.1	QGNH01001276.1	16	5778	6560	-1	D			YP_009593359.1	YP_009593359.1 DnaC-like helicase loader [Acinetobacter phage YMC11/11/R3177]	False	0.257	70.0	6.262e-12								IstB-like ATP binding protein [PF01695.20]; Bacterial dnaA  protein [PF00308.21]					VOG02675	sp|P0AEF0|DNAC_ECOLI DNA replication protein DnaC; XhXr	Xh;Xr	0	False	V
QGNH01001276.1_17	QGNH01001276.1	QGNH01001276.1	17	6563	7366	-1	E			YP_008770204.1	YP_008770204.1 replication initiation O-like [Lactobacillus phage phiLdb]	False	0.295	111.0	7.907e-26													VOG00677	REFSEQ replication initiation protein; Xu	Xu	0	False	
QGNH01001276.1_18	QGNH01001276.1	QGNH01001276.1	18	7359	7580	-1	E																								0	False	
QGNH01001276.1_19	QGNH01001276.1	QGNH01001276.1	19	7752	7946	-1	E																								0	False	
QGNH01001276.1_20	QGNH01001276.1	QGNH01001276.1	20	7955	8203	-1	E																								0	False	
QGNH01001276.1_21	QGNH01001276.1	QGNH01001276.1	21	8205	8387	-1	E																								0	False	
QGNH01001276.1_22	QGNH01001276.1	QGNH01001276.1	22	8389	8607	-1	E																								0	False	
QGNH01001276.1_23	QGNH01001276.1	QGNH01001276.1	23	8600	8776	-1	E																								0	False	
QGNH01001276.1_24	QGNH01001276.1	QGNH01001276.1	24	8757	9044	-1	E																								0	False	
QGNH01001276.1_25	QGNH01001276.1	QGNH01001276.1	25	9016	9240	-1	E																								0	False	
QGNH01001276.1_26	QGNH01001276.1	QGNH01001276.1	26	9242	9421	-1	E																								0	False	
QGNH01001276.1_27	QGNH01001276.1	QGNH01001276.1	27	9423	9620	-1	E																								0	False	
QGNH01001276.1_28	QGNH01001276.1	QGNH01001276.1	28	9622	9819	-1	E																								0	False	
QGNH01001276.1_29	QGNH01001276.1	QGNH01001276.1	29	9821	10033	-1	E																								0	False	
QGNH01001276.1_30	QGNH01001276.1	QGNH01001276.1	30	10060	10224	-1	E																								0	False	
QGNH01001276.1_31	QGNH01001276.1	QGNH01001276.1	31	11213	11695	1	E																								0	False	
QGNH01001276.1_32	QGNH01001276.1	QGNH01001276.1	32	11695	11952	1	E																								0	False	
QGNH01001276.1_33	QGNH01001276.1	QGNH01001276.1	33	12016	12702	1	E																								0	False	
QGNH01001276.1_34	QGNH01001276.1	QGNH01001276.1	34	12699	13028	1	E																								0	False	
QGNH01001276.1_35	QGNH01001276.1	QGNH01001276.1	35	13028	13402	1	E			YP_009007113.1	YP_009007113.1 Hypothetical protein CF86_gp46 [Pseudomonas phage vB_PaeP_Tr60_Ab31]	False	0.552	126.0	5.913e-33																0	False	
QGNH01001276.1_36	QGNH01001276.1	QGNH01001276.1	36	13399	13608	1	E																								0	False	
QGNH01001276.1_37	QGNH01001276.1	QGNH01001276.1	37	13612	14007	1	E																								0	False	
QGNH01001276.1_38	QGNH01001276.1	QGNH01001276.1	38	14007	14996	1	D			YP_010772345.1	YP_010772345.1 terminase large subunit [Methanoculleus virus L4768]	False	0.576	293.0	3.608e-87								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]					VOG02138	sp|P39786|XTMB_BACSU PBSX phage terminase large subunit; Xr	Xr	0	False	V
QGNH01001276.1_39	QGNH01001276.1	QGNH01001276.1	39	15084	15476	1	D			YP_010683886.1	YP_010683886.1 terminase large subunit [Klebsiella phage Geezett]	False	0.419	75.0	2.628e-15								Terminase RNaseH-like domain [PF17289.5]								0	False	
QGNH01001276.1_40	QGNH01001276.1	QGNH01001276.1	40	15610	16854	1	E																								0	False	
QGNH01001276.1_41	QGNH01001276.1	QGNH01001276.1	41	16858	17157	1	E																								0	False	
