	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000239.1_1	QGNH01000239.1	QGNH01000239.1	1	3	332	1	C	K07273	lysozyme														Glycosyl hydrolases family 25 [PF01183.23]								0	False	F
QGNH01000239.1_2	QGNH01000239.1	QGNH01000239.1	2	329	847	1	E			YP_010651816.1	YP_010651816.1 phosphoesterase [Streptomyces phage Faust]	False	0.276	76.0	8.135e-15																0	False	F
QGNH01000239.1_3	QGNH01000239.1	QGNH01000239.1	3	853	1041	1	E																								0	False	F
QGNH01000239.1_4	QGNH01000239.1	QGNH01000239.1	4	1025	1252	1	E																								0	False	F
QGNH01000239.1_5	QGNH01000239.1	QGNH01000239.1	5	1262	1507	1	E																								0	False	F
QGNH01000239.1_6	QGNH01000239.1	QGNH01000239.1	6	1519	1776	1	E																								0	False	F
QGNH01000239.1_7	QGNH01000239.1	QGNH01000239.1	7	1783	2493	1	E																								0	False	F
QGNH01000239.1_8	QGNH01000239.1	QGNH01000239.1	8	2471	2971	1	D																5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C) [PF06941.15]; Haloacid dehalogenase-like hydrolase [PF13344.9]					VOG01378	REFSEQ phosphoheptose isomerase; Xu	Xu	0	False	F
QGNH01000239.1_9	QGNH01000239.1	QGNH01000239.1	9	2937	3701	1	E																								0	False	F
QGNH01000239.1_10	QGNH01000239.1	QGNH01000239.1	10	3839	4240	1	E																								0	False	F
QGNH01000239.1_11	QGNH01000239.1	QGNH01000239.1	11	4237	4974	1	E																								0	False	F
QGNH01000239.1_12	QGNH01000239.1	QGNH01000239.1	12	4971	5675	1	E																								0	False	F
QGNH01000239.1_13	QGNH01000239.1	QGNH01000239.1	13	5672	5986	1	E																								0	False	
QGNH01000239.1_14	QGNH01000239.1	QGNH01000239.1	14	5986	6531	1	D			YP_007379014.1	YP_007379014.1 HNH endonuclease [Haloarcula vallismortis tailed virus 1]	False	0.37	65.0	4.455e-11								HNH endonuclease [PF01844.26]								0	False	
QGNH01000239.1_15	QGNH01000239.1	QGNH01000239.1	15	6528	7652	1	E																								0	False	
QGNH01000239.1_16	QGNH01000239.1	QGNH01000239.1	16	7655	9040	1	D			YP_009302208.1	YP_009302208.1 head maturation protease [Cyanophage S-RIM50]	False	0.294	76.0	3.152e-13	MER0123990	S77	MER0123990 - prohead peptidase gp21 (bacteriophage T4) () [S77.001]#S77#{peptidase unit: 14-171}~source AAX46907~	False	68.0	2.833e-10	0.276	Prohead core protein serine protease [PF03420.16]					VOG00647	sp|P06807|PCPP_BPT4 Prohead core protein protease; XhXs	Xh;Xs	0	False	VP
QGNH01000239.1_17	QGNH01000239.1	QGNH01000239.1	17	9051	10286	1	D			YP_009212304.1	YP_009212304.1 major head protein [Sinorhizobium phage phiN3]	False	0.208	94.0	7.728e-19								Major capsid protein Gp23 [PF07068.14]					VOG00452	sp|P04535|CAPSH_BPT4 Major capsid protein; XhXs	Xh;Xs	0	False	V
QGNH01000239.1_18	QGNH01000239.1	QGNH01000239.1	18	10379	11410	1	D																	GT9	GT9 lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); heptosyltransferase (EC 2.4.-.-).	2.4.1.56,2.4.99.-	GT9.hmm				0	False	
QGNH01000239.1_19	QGNH01000239.1	QGNH01000239.1	19	11407	14112	1	D																Glycosyltransferase family 9 (heptosyltransferase) [PF01075.20]; Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family 2 [PF00535.29]	GT9	GT9 lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); heptosyltransferase (EC 2.4.-.-).	2.4.1.56,2.4.99.-	GT9.hmm				0	False	F
QGNH01000239.1_20	QGNH01000239.1	QGNH01000239.1	20	14109	14840	1	D																Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF13847.9]								0	False	F
QGNH01000239.1_21	QGNH01000239.1	QGNH01000239.1	21	14842	15411	1	E			YP_007379014.1	YP_007379014.1 HNH endonuclease [Haloarcula vallismortis tailed virus 1]	False	0.388	62.0	4.651e-10																0	False	F
QGNH01000239.1_22	QGNH01000239.1	QGNH01000239.1	22	15408	16169	1	E																								0	False	F
QGNH01000239.1_23	QGNH01000239.1	QGNH01000239.1	23	16166	16885	1	E																								0	False	F
QGNH01000239.1_24	QGNH01000239.1	QGNH01000239.1	24	16882	17394	1	E																								0	False	F
QGNH01000239.1_25	QGNH01000239.1	QGNH01000239.1	25	17391	18062	1	E																					VOG00495	sp|P19895|SEGD_BPT4 Putative endonuclease segD; Xu	Xu	0	False	F
QGNH01000239.1_26	QGNH01000239.1	QGNH01000239.1	26	18044	18364	1	E																								0	False	F
