	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
SAMN03319566_LCAJ01000001.1_1	SAMN03319566	LCAJ01000001.1	1	1	2607	1	C	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]								SecA DEAD-like domain [PF07517.17]; SecA Wing and Scaffold domain [PF07516.16]; SecA preprotein cross-linking domain [PF01043.23]; SEC-C motif [PF02810.18]					0
SAMN03319566_LCAJ01000001.1_2	SAMN03319566	LCAJ01000001.1	2	2852	4138	1	D										Dolichyl-phosphate-mannose-protein mannosyltransferase [PF13231.9]	GT83	GT83 undecaprenyl phosphate-alpha-L-Ara4N: 4-amino-4-deoxy-beta-L-arabinosyltransferase (EC 2.4.2.43); dodecaprenyl phosphate-beta-galacturonic acid: lipopolysaccharide core alpha-galacturonosyl transferase (EC 2.4.1.-)	2.4.2.43	GT83.hmm	0
SAMN03319566_LCAJ01000001.1_3	SAMN03319566	LCAJ01000001.1	3	4122	4508	-1	E															0
SAMN03319566_LCAJ01000001.1_4	SAMN03319566	LCAJ01000001.1	4	4542	5111	-1	C	K01174	micrococcal nuclease [EC:3.1.31.1]								Staphylococcal nuclease homologue [PF00565.20]					0
SAMN03319566_LCAJ01000001.1_5	SAMN03319566	LCAJ01000001.1	5	5119	5502	-1	D										Glyoxalase-like domain [PF12681.10]; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.28]; Glyoxalase-like domain [PF18029.4]					0
SAMN03319566_LCAJ01000001.1_6	SAMN03319566	LCAJ01000001.1	6	5578	6009	1	D										Rhodanese-like domain [PF00581.23]					0
SAMN03319566_LCAJ01000001.1_7	SAMN03319566	LCAJ01000001.1	7	5992	7836	-1	C	K06207	GTP-binding protein								Elongation factor Tu GTP binding domain [PF00009.30]; Elongation factor G C-terminus [PF00679.27]; Elongation factor Tu domain 2 [PF03144.28]; Elongation Factor G, domain III [PF14492.9]					0
SAMN03319566_LCAJ01000001.1_8	SAMN03319566	LCAJ01000001.1	8	7903	9306	1	D										Predicted membrane protein (DUF2079) [PF09852.12]					0
SAMN03319566_LCAJ01000001.1_9	SAMN03319566	LCAJ01000001.1	9	9324	10547	1	C	K15521	D-inositol-3-phosphate glycosyltransferase [EC:2.4.1.250]								Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]; Glycosyltransferase Family 4 [PF13439.9]; Sucrose synthase [PF00862.22]; Glycosyl transferases group 1 [PF13524.9]	GT4; GT5	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); [retaining] UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)	2.4.1.131,2.4.1.13,2.4.1.14,2.4.1.157,2.4.1.198,2.4.1.208,2.4.1.21,2.4.1.231,2.4.1.241,2.4.1.245,2.4.1.252,2.4.1.257,2.4.1.270,2.4.1.283,2.4.1.285,2.4.1.290,2.4.1.342,2.4.1.57,2.4.1.-,2.4.2.-,2.4.1.132; 2.4.1.11,2.4.1.183,2.4.1.21,2.4.1.-,2.4.1.242	GT4.hmm	0
SAMN03319566_LCAJ01000001.1_10	SAMN03319566	LCAJ01000001.1	10	10544	11101	1	D										Histidine phosphatase superfamily (branch 1) [PF00300.25]					0
