locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
SSSX01000769.1_1	K05550	K05550	COG5517				FOAM:K05550	108	7.2e-43	144.6	1.14.12.10 1.14.12.-	benB-xylY; benzoate/toluate 1,2-dioxygenase subunit beta
SSSX01000769.1_2		K05784	COG2871		phrog_844	VOG09977	KEGG:K05784	339	1.4e-156	520.5	1.18.1.-	benC-xylZ; benzoate/toluate 1,2-dioxygenase reductase component
SSSX01000770.1_1	K02257	K02257	COG0109				COG:COG0109	47	5e-11	40.2		CyoE:
SSSX01000770.1_2		K02259	COG1612				COG:COG1612	312	1.6e-84	281.5		CtaA:
SSSX01000771.1_1			COG4715				COG:COG4715	634	8.8e-30	101.8		SWIM:
SSSX01000771.1_2	K12410	K12410	COG0846		phrog_2162	VOG09350	COG:COG0846	268	3.5e-83	277.2		SIR2:
SSSX01000771.1_3												Hypothetical
SSSX01000771.1_4		K19710	COG0537		phrog_6748		COG:COG0537	148	2.5e-37	127.1		HinT:
SSSX01000771.1_5		K23127					KEGG:K23127	537	8.9e-92	306.8		fimW; cyclic-di-GMP-binding protein
SSSX01000771.1_6	K07636	K07636	COG5002		phrog_857	VOG00352	COG:COG5002	374	3e-111	370.7		WalK:
SSSX01000772.1_1	K01682	K01682	COG1049				COG:COG1049	570	6.1e-283	938.7		AcnB:TCA cycle
SSSX01000772.1_2	K07679	K07679	COG2198		phrog_20458	VOG00352	FOAM:K07679	73	3.6e-22	76.2	2.7.13.3	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS
SSSX01000773.1_1		K18297					KEGG:K18297	119	2.4e-18	64.7		mexT; LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
SSSX01000773.1_2		K15760					KEGG:K15760	386	2.1e-212	704.0	1.14.13.236 1.14.13.-	tmoA, tbuA1, touA; toluene monooxygenase system protein A
SSSX01000774.1_1		K03551	COG2255				COG:COG2255	60	7.3e-13	46.1		RuvB:
SSSX01000774.1_2		K03548	COG0628				COG:COG0628	357	8.3e-71	237.7		PerM:
SSSX01000118.1_1		K02434	COG0064				COG:COG0064	274	5e-142	473.1		GatB:Aminoacyl-tRNA synthetases
SSSX01000118.1_2					phrog_641		PHROG:phrog_641	246	1.5e-06	26.2		terminase small subunit
SSSX01000118.1_3	K11527	K11527, K20974	COG2198, COG3614, COG5278, COG5809		phrog_20458	VOG00352	COG:COG2198	891	4.1e-182	594.7		HPtr:
SSSX01000775.1_1	K01966	K01966	COG4799				FOAM:K01966	66	2.2e-22	77.4	6.4.1.3 2.1.3.15	PCCB, pccB; propionyl-CoA carboxylase beta chain
SSSX01000775.1_2	K01965	K01965	COG4770		phrog_29784		COG:COG4770	608	5.3e-273	907.3		PccA:
SSSX01000776.1_1			COG5490				COG:COG5490	181	9e-28	95.3		Phasin:
SSSX01000776.1_2		K00557	COG2265		phrog_11787	VOG01191	KEGG:K00557	278	2.5e-116	387.3	2.1.1.35	trmA; tRNA (uracil-5-)-methyltransferase
SSSX01000777.1_1	K00052	K00052	COG0473		phrog_1724		FOAM:K00052	92	4.6e-41	139.2	1.1.1.85	leuB, IMDH; 3-isopropylmalate dehydrogenase
SSSX01000777.1_2	K00133	K00133	COG0136				COG:COG0136	375	3e-117	389.7		Asd:Lysine biosynthesis
SSSX01000778.1_1		K01042	COG1921				COG:COG1921	208	1e-75	253.3		SelA:
SSSX01000778.1_2		K03833	COG3276		phrog_6880	VOG01129	COG:COG3276	636	3e-237	787.7		SelB:Translation factors
SSSX01000779.1_1		K20035					KEGG:K20035	175	1.6e-42	144.1	1.3.8.-	dmdC; 3-(methylthio)propanoyl-CoA dehydrogenase
SSSX01000779.1_2												Hypothetical
SSSX01000779.1_3	K03769	K03769	COG0760		phrog_16409		FOAM:K03769	95	1.2e-35	121.9	5.2.1.8	ppiC; peptidyl-prolyl cis-trans isomerase C
SSSX01000780.1_1												Hypothetical
SSSX01000780.1_2		K05802	COG3264				COG:COG3264	437	1e-100	330.0		MscK:
SSSX01000780.1_3		K23054, K07485	COG1398		phrog_35201		COG:COG1398	391	1.8e-111	371.1		OLE1:
SSSX01000780.1_4		K06181	COG1187		phrog_1750		KEGG:K06181	163	1.2e-101	339.0	5.4.99.20	rluE; 23S rRNA pseudouridine2457 synthase
SSSX01000781.1_1	K00457	K00457	COG3185				COG:COG3185	590	1.2e-89	298.7		HppD:
SSSX01000781.1_2		K02624					KEGG:K02624	257	1.2e-79	266.2		pcaR; IclR family transcriptional regulator, pca regulon regulatory protein
SSSX01000781.1_3	K03786	K03786	COG0757				COG:COG0757	46	4.6e-21	73.3		AroQ:Aromatic amino acid biosynthesis
SSSX01000119.1_1		K16150		GT4, GT5	phrog_2170		KEGG:K16150	174	7.8e-44	148.7	2.4.1.11	K16150; glycogen synthase
SSSX01000119.1_2		K16698	COG1216	GT45	phrog_841	VOG00739	KEGG:K16698	326	6.2e-55	184.7	2.4.-.-	tuaG; teichuronic acid biosynthesis glycosyltransferase TuaG
SSSX01000119.1_3		K16695	COG2244				KEGG:K16695	478	2.8e-78	261.6		wzxC; lipopolysaccharide exporter
SSSX01000119.1_4		K01698	COG0113				KEGG:K01698	337	1.3e-168	560.5	4.2.1.24	hemB, ALAD; porphobilinogen synthase
SSSX01000119.1_5		K19303	COG0791		phrog_329	VOG00051	COG:COG0791	60	6.7e-25	86.4		NlpC:
SSSX01000782.1_1		K07003	COG1033				COG:COG1033	750	4.5e-183	608.6		MMPL:
SSSX01000782.1_2		K18578	COG4447	GH74	phrog_8700		COG:COG4447	338	1.4e-40	136.9		:
SSSX01000782.1_3		K16047					KEGG:K16047	346	1.9e-132	439.6	1.14.14.12	hsaA; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase
SSSX01000783.1_1		K00598	COG4106		phrog_4752	VOG03820	KEGG:K00598	231	2e-95	317.7	2.1.1.144	tam; trans-aconitate 2-methyltransferase
SSSX01000783.1_2	K12410	K12410	COG0846		phrog_2162	VOG09350	COG:COG0846	283	9.5e-62	206.8		SIR2:
SSSX01000783.1_3		K18787					KEGG:K18787	74	2.8e-07	27.7	2.5.1.79	ACL5; thermospermine synthase
SSSX01000784.1_1		K12508					KEGG:K12508	41	1e-12	44.9	6.2.1.34	fcs; feruloyl-CoA synthase
SSSX01000784.1_2		K20036	COG1024				KEGG:K20036	253	1.2e-113	376.6	4.2.1.155	dmdD; (methylthio)acryloyl-CoA hydratase
