	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
SAMN03319322_LBRB01000001.1_1	SAMN03319322	LBRB01000001.1	1	1	777	1	C	K02836	peptide chain release factor 2								PCRF domain [PF03462.21]; RF-1 domain [PF00472.23]					0
SAMN03319322_LBRB01000001.1_2	SAMN03319322	LBRB01000001.1	2	887	1207	1	C	K09747	nucleoid-associated protein EbfC								YbaB/EbfC DNA-binding family [PF02575.19]					0
SAMN03319322_LBRB01000001.1_3	SAMN03319322	LBRB01000001.1	3	1287	1775	1	C	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]								Peptidyl-tRNA hydrolase [PF01195.22]					0
SAMN03319322_LBRB01000001.1_4	SAMN03319322	LBRB01000001.1	4	1779	2555	1	C	K02863	large subunit ribosomal protein L1								Ribosomal protein L1p/L10e family [PF00687.24]					0
SAMN03319322_LBRB01000001.1_5	SAMN03319322	LBRB01000001.1	5	2610	3422	-1	E															0
SAMN03319322_LBRB01000001.1_6	SAMN03319322	LBRB01000001.1	6	3648	4157	1	C	K02864	large subunit ribosomal protein L10								Ribosomal protein L10 [PF00466.23]					0
SAMN03319322_LBRB01000001.1_7	SAMN03319322	LBRB01000001.1	7	4179	4580	1	C	K02935	large subunit ribosomal protein L7/L12								Ribosomal protein L7/L12 C-terminal domain [PF00542.22]; Ribosomal protein L7/L12 dimerisation domain [PF16320.8]					0
SAMN03319322_LBRB01000001.1_8	SAMN03319322	LBRB01000001.1	8	4711	5055	1	E															0
SAMN03319322_LBRB01000001.1_9	SAMN03319322	LBRB01000001.1	9	5055	7538	1	D										Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; Type IV secretory system Conjugative DNA transfer [PF02534.17]; Helicase HerA, central domain [PF01935.20]					0
SAMN03319322_LBRB01000001.1_10	SAMN03319322	LBRB01000001.1	10	7542	10208	1	D										Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; Type IV secretory system Conjugative DNA transfer [PF02534.17]; Helicase HerA, central domain [PF01935.20]					0
SAMN03319322_LBRB01000001.1_11	SAMN03319322	LBRB01000001.1	11	10744	11631	-1	D										Protein export membrane protein [PF02355.19]					0
SAMN03319322_LBRB01000001.1_12	SAMN03319322	LBRB01000001.1	12	11628	12959	-1	D										Protein export membrane protein [PF02355.19]					0
SAMN03319322_LBRB01000001.1_13	SAMN03319322	LBRB01000001.1	13	12983	13669	-1	D										RNA pseudouridylate synthase [PF00849.25]					0
SAMN03319322_LBRB01000001.1_14	SAMN03319322	LBRB01000001.1	14	13683	14159	-1	C	K05770	translocator protein								TspO/MBR family [PF03073.18]					0
SAMN03319322_LBRB01000001.1_15	SAMN03319322	LBRB01000001.1	15	14207	15046	-1	E															0
SAMN03319322_LBRB01000001.1_16	SAMN03319322	LBRB01000001.1	16	15153	16253	-1	D										Uncharacterized protein conserved in bacteria (DUF2130) [PF09903.12]					0
SAMN03319322_LBRB01000001.1_17	SAMN03319322	LBRB01000001.1	17	16509	19400	-1	C	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]								UvrD/REP helicase N-terminal domain [PF00580.24]; UvrD-like helicase C-terminal domain [PF13361.9]; AAA domain [PF13245.9]; PD-(D/E)XK nuclease superfamily [PF12705.10]; AAA domain [PF13086.9]					0
SAMN03319322_LBRB01000001.1_18	SAMN03319322	LBRB01000001.1	18	19436	19693	-1	C	K03671	thioredoxin 1								Thioredoxin [PF00085.23]; Thioredoxin-like [PF13899.9]; Thioredoxin-like [PF13905.9]; Redoxin [PF08534.13]; Thioredoxin domain [PF13192.9]; Thioredoxin [PF14595.9]					0
SAMN03319322_LBRB01000001.1_19	SAMN03319322	LBRB01000001.1	19	19671	20195	-1	D										Family of unknown function (DUF6580) [PF20221.1]					0
SAMN03319322_LBRB01000001.1_20	SAMN03319322	LBRB01000001.1	20	20342	20731	-1	D										Domain of unknown function (DUF4430) [PF14478.9]					0
SAMN03319322_LBRB01000001.1_21	SAMN03319322	LBRB01000001.1	21	20748	21260	-1	D										SpoU rRNA Methylase family [PF00588.22]					0
SAMN03319322_LBRB01000001.1_22	SAMN03319322	LBRB01000001.1	22	21438	21833	1	E															0
SAMN03319322_LBRB01000001.1_23	SAMN03319322	LBRB01000001.1	23	21900	23063	-1	D										impB/mucB/samB family [PF00817.23]; impB/mucB/samB family C-terminal domain [PF11799.11]					0
SAMN03319322_LBRB01000001.1_24	SAMN03319322	LBRB01000001.1	24	23251	25869	-1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]					0
SAMN03319322_LBRB01000001.1_25	SAMN03319322	LBRB01000001.1	25	25990	27093	-1	C	K03531	cell division protein FtsZ								FtsZ family, C-terminal domain [PF12327.11]; Tubulin/FtsZ family, GTPase domain [PF00091.28]					0
SAMN03319322_LBRB01000001.1_26	SAMN03319322	LBRB01000001.1	26	27205	28443	-1	C	K03590	cell division protein FtsA								Cell division protein FtsA [PF14450.9]; SHS2 domain inserted in FTSA [PF02491.23]; Type IV pilus assembly protein PilM; [PF11104.11]; MreB/Mbl protein [PF06723.16]; Hsp70 protein [PF00012.23]					0
SAMN03319322_LBRB01000001.1_27	SAMN03319322	LBRB01000001.1	27	28447	28647	-1	E															0
SAMN03319322_LBRB01000001.1_28	SAMN03319322	LBRB01000001.1	28	28681	29757	1	C	K15916	glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]								Bacterial phospho-glucose isomerase C-terminal SIS domain [PF10432.12]; SIS domain [PF01380.25]; Phosphoglucose isomerase [PF00342.22]					0
SAMN03319322_LBRB01000001.1_29	SAMN03319322	LBRB01000001.1	29	29787	30869	1	C	K00971	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]								Nucleotidyl transferase [PF00483.26]					0
SAMN03319322_LBRB01000001.1_30	SAMN03319322	LBRB01000001.1	30	30937	31086	1	E															0
SAMN03319322_LBRB01000001.1_31	SAMN03319322	LBRB01000001.1	31	31314	31604	1	D										RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) [PF00076.25]					0
SAMN03319322_LBRB01000001.1_32	SAMN03319322	LBRB01000001.1	32	31716	32108	-1	D										Mannose-6-phosphate isomerase [PF01050.21]; Cupin [PF00190.25]					0
SAMN03319322_LBRB01000001.1_33	SAMN03319322	LBRB01000001.1	33	32129	32632	-1	C	K02456	general secretion pathway protein G								Type II secretion system (T2SS), protein G [PF08334.14]					0
SAMN03319322_LBRB01000001.1_34	SAMN03319322	LBRB01000001.1	34	32742	33824	1	C	K15916	glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]								Bacterial phospho-glucose isomerase C-terminal SIS domain [PF10432.12]; SIS domain [PF01380.25]					0
SAMN03319322_LBRB01000001.1_35	SAMN03319322	LBRB01000001.1	35	33848	35038	1	C	K01689	enolase [EC:4.2.1.11]								Enolase, C-terminal TIM barrel domain [PF00113.25]; Enolase, N-terminal domain [PF03952.19]					0
SAMN03319322_LBRB01000001.1_36	SAMN03319322	LBRB01000001.1	36	35044	36624	1	C	K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]								BPG-independent PGAM N-terminus (iPGM_N) [PF06415.16]; Metalloenzyme superfamily [PF01676.21]					0
SAMN03319322_LBRB01000001.1_37	SAMN03319322	LBRB01000001.1	37	36626	38146	1	C	K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]								BPG-independent PGAM N-terminus (iPGM_N) [PF06415.16]; Metalloenzyme superfamily [PF01676.21]					0
SAMN03319322_LBRB01000001.1_38	SAMN03319322	LBRB01000001.1	38	38153	39466	1	C	K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]								Poly A polymerase head domain [PF01743.23]; Probable RNA and SrmB- binding site of polymerase A [PF12627.10]; tRNA nucleotidyltransferase domain 2 putative [PF13735.9]					0
SAMN03319322_LBRB01000001.1_39	SAMN03319322	LBRB01000001.1	39	39811	42183	1	C	K01869	leucyl-tRNA synthetase [EC:6.1.1.4]								tRNA synthetases class I (I, L, M and V) [PF00133.25]; Leucyl-tRNA synthetase, Domain 2 [PF13603.9]; tRNA synthetases class I (M) [PF09334.14]					1
SAMN03319322_LBRB01000001.1_40	SAMN03319322	LBRB01000001.1	40	42217	42393	1	C	K02911	large subunit ribosomal protein L32								Ribosomal L32p protein family [PF01783.26]					0
SAMN03319322_LBRB01000001.1_41	SAMN03319322	LBRB01000001.1	41	42397	42858	1	C	K03625	transcription antitermination protein NusB								NusB family [PF01029.21]					0
