locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MN901521.1_1												Hypothetical
MN901521.1_2					phrog_19274	VOG23910	VOG:VOG23910	153	2.9e-100	326.4		REFSEQ HalOD1 domain-containing protein
MN901521.1_3					phrog_9231	VOG05559	PHROG:phrog_9231	259	2.2e-112	367.4		terminase small subunit
MN901521.1_4												Hypothetical
MN901521.1_5						VOG23912	VOG:VOG23912	44	5.5e-37	118.1		REFSEQ putative CxxC motif protein
MN901521.1_6												Hypothetical
MN901521.1_7					phrog_19453	VOG23913	VOG:VOG23913	65	1.1e-49	159.3		REFSEQ hypothetical protein
MN901521.1_8		K21523	COG4373		phrog_9	VOG07294	COG:COG4373	564	1.2e-44	144.5		:
MN901521.1_9					phrog_9232	VOG00562	PHROG:phrog_9232	480	9.6e-218	716.6		portal protein
MN901521.1_10					phrog_21359	VOG23915	VOG:VOG23915	97	3.6e-63	202.6		REFSEQ hypothetical protein
MN901521.1_11					phrog_15680	VOG14382	PHROG:phrog_15680	256	1.5e-149	489.3		head maturation protease
MN901521.1_12												Hypothetical
MN901521.1_13					phrog_12121	VOG14381	VOG:VOG14381	172	5.3e-82	266.6		REFSEQ hypothetical protein
MN901521.1_14					phrog_3990	VOG01973	PHROG:phrog_3990	319	2e-92	302.6		major head protein
MN901521.1_15					phrog_12779	VOG14383	VOG:VOG14383	147	7e-75	242.7		REFSEQ hypothetical protein
MN901521.1_16												Hypothetical
MN901521.1_17					phrog_20771	VOG23916	VOG:VOG23916	1038	0	2330.3		REFSEQ hypothetical protein
MN901521.1_18												Hypothetical
MN901521.1_19					phrog_12281	VOG04913	VOG:VOG04913	169	1e-84	275.3		REFSEQ tail tube protein
MN901521.1_20		K06907	COG3497		phrog_10244	VOG01001	PHROG:phrog_10244	431	3e-197	648.6		tail sheath
MN901521.1_21					phrog_12452	VOG14384	PHROG:phrog_12452	181	1.7e-92	300.6		tail tube protein
MN901521.1_22					phrog_14268	VOG04953	VOG:VOG04953	157	9.3e-83	270.3		REFSEQ tail assembly chaperone
MN901521.1_23					phrog_12163	VOG04953	PHROG:phrog_12163	79	3.2e-39	126.7		tail assembly chaperone
MN901521.1_24			COG5283		phrog_14901	VOG14385	PHROG:phrog_14901	607	0	1065.3		tail length tape measure protein
MN901521.1_25					phrog_14280	VOG14386	VOG:VOG14386	178	6.5e-93	302.6		REFSEQ hypothetical protein
MN901521.1_26					phrog_12403	VOG14388	VOG:VOG14388	481	2.6e-244	803.8		REFSEQ hypothetical protein
MN901521.1_27												Hypothetical
MN901521.1_28					phrog_14920	VOG14389	VOG:VOG14389	124	1.4e-65	212.0		REFSEQ hypothetical protein
MN901521.1_29												Hypothetical
MN901521.1_30			COG3299		phrog_6	VOG00735	VOG:VOG00735	412	2.2e-107	352.8		REFSEQ baseplate wedge subunit
MN901521.1_31					phrog_1160	VOG00207	PHROG:phrog_1160	217	4.2e-62	202.6		baseplate protein
MN901521.1_32					phrog_15260	VOG14390	VOG:VOG14390	566	3.9e-241	793.4		REFSEQ hypothetical protein
MN901521.1_33												Hypothetical
MN901521.1_34					phrog_18438	VOG14394	VOG:VOG14394	129	1.2e-58	189.3		REFSEQ hypothetical protein
MN901521.1_35					phrog_6788	VOG01682	VOG:VOG01682	164	3.5e-61	199.2		REFSEQ hypothetical protein
MN901521.1_36					phrog_7084	VOG14391	VOG:VOG14391	277	2.6e-146	478.7		REFSEQ hypothetical protein
MN901521.1_37	K00525	K00525	COG0209		phrog_84	VOG00122	FOAM:K00525	807	3e-209	689.4	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
MN901521.1_38					phrog_21307	VOG23918	VOG:VOG23918	63	2.6e-41	132.7		REFSEQ hypothetical protein
MN901521.1_39		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	388	8.5e-33	104.3		XerD:
MN901521.1_40		K22296			phrog_20636	VOG23919	VOG:VOG23919	152	2.5e-90	293.5		REFSEQ winged-helix domain protein
MN901521.1_41					phrog_7545	VOG01254	VOG:VOG01254	97	3.9e-37	120.7		sp|P34081|HMUI_BPSP1 DNA endonuclease I-HmuI
MN901521.1_42		K14415	COG1690		phrog_1075	VOG00184, VOG00184	PHROG:phrog_1075	455	3.9e-126	414.4		tRNA splicing ligase
MN901521.1_43					phrog_23532	VOG23920	VOG:VOG23920	71	1.7e-47	152.8		REFSEQ hypothetical protein
MN901521.1_44					phrog_3224	VOG00539	VOG:VOG00539	86	8.4e-29	92.2		REFSEQ hypothetical protein
MN901521.1_45					phrog_19368	VOG23922	VOG:VOG23922	61	4.5e-46	147.3		REFSEQ hypothetical protein
MN901521.1_46												Hypothetical
MN901521.1_47					phrog_25465	VOG23921	VOG:VOG23921	71	6.2e-51	163.5		REFSEQ hypothetical protein
MN901521.1_48					phrog_20148	VOG23923	VOG:VOG23923	145	1.7e-90	293.3		REFSEQ hypothetical protein
MN901521.1_49	K01494	K01494	COG0717		phrog_1663	VOG00082	COG:COG0717	186	4.5e-59	193.5		Dcd:Thymidylate biosynthesis
MN901521.1_50	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	235	2.9e-69	227.6		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
MN901521.1_51					phrog_20606	VOG23924	VOG:VOG23924	56	4.3e-41	131.5		REFSEQ hypothetical protein
MN901521.1_52	K02319	K02319	COG0417		phrog_262	VOG00345	PHROG:phrog_262	855	5.3e-176	579.8		DNA polymerase
MN901521.1_53												Hypothetical
MN901521.1_54												Hypothetical
MN901521.1_55												Hypothetical
