	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000656.1_1	QGNH01000656.1	QGNH01000656.1	1	3	230	1	E																								0	False	F
QGNH01000656.1_2	QGNH01000656.1	QGNH01000656.1	2	439	1509	1	D			YP_005098005.1	YP_005098005.1 integrase [Salmonella phage SPN1S]	False	0.309	168.0	1.022e-43								Phage integrase family [PF00589.25]; Arm DNA-binding domain [PF13356.9]					VOG00657	sp|P08320|VINT_BPP4 Integrase; Xr	Xr	0	False	VF
QGNH01000656.1_3	QGNH01000656.1	QGNH01000656.1	3	1719	2399	1	D																Phage DNA packaging protein Nu1 [PF07471.15]					VOG00371	sp|P03707|TERS_LAMBD Terminase small subunit; XhXr	Xr;Xh	0	False	VF
QGNH01000656.1_4	QGNH01000656.1	QGNH01000656.1	4	2396	3079	1	D			YP_010654374.1	YP_010654374.1 methyltransferase [Gordonia phage DobbysSock]	False	0.405	160.0	5.137e-43								DNA methylase [PF01555.21]					VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xh;Xp	0	False	F
QGNH01000656.1_5	QGNH01000656.1	QGNH01000656.1	5	3076	5094	1	D			YP_009202208.1	YP_009202208.1 terminase large subunit [Bacteriophage Lily]	True	0.42	428.0	5.996000000000001e-128								Terminase large subunit gpA, endonuclease domain [PF20454.1]; Phage terminase large subunit gpA, ATPase domain [PF05876.15]					VOG00695	sp|P03708|TERL_LAMBD Terminase, large subunit; XhXr	Xr;Xh	0	False	VF
QGNH01000656.1_6	QGNH01000656.1	QGNH01000656.1	6	5174	5392	1	E																								0	False	
QGNH01000656.1_7	QGNH01000656.1	QGNH01000656.1	7	5400	6050	1	D																SprT-like family [PF10263.12]; Putative metallopeptidase family (DUF6782) [PF20573.1]								0	False	
QGNH01000656.1_8	QGNH01000656.1	QGNH01000656.1	8	6098	6727	1	E			YP_001039816.1	YP_001039816.1 head-tail joining [Vibrio phage VP882]	False	0.285	72.0	2.672e-13																0	False	
QGNH01000656.1_9	QGNH01000656.1	QGNH01000656.1	9	6736	8478	1	D			YP_009100022.1	YP_009100022.1 portal protein [Escherichia phage vB_EcoM-ep3]	False	0.349	275.0	2.841e-77								Phage portal protein, lambda family [PF05136.16]					VOG01401	sp|P36272|PORTL_BPP21 Portal protein B; XpXrXs	Xr;Xs;Xp	0	False	V
QGNH01000656.1_10	QGNH01000656.1	QGNH01000656.1	10	8518	10551	1	D			YP_009213474.1	YP_009213474.1 major head protein [Rhodobacter phage RcRhea]	False	0.264	240.0	1.134e-64	MER0194231	S78	MER0194231 - family S78 non-peptidase homologues (Neisseria meningitidis) [S78.UNW]#S78#{peptidase unit: 24-163}~source CBA05300~	False	0.405	98.0	3.744e-19	Phage capsid family [PF05065.16]; Caudovirus prohead serine protease [PF04586.20]					VOG02241	sp|B0ZSF3|CAPSD_BPHA1 Major capsid protein; XhXs	Xh;Xs	0	False	VP
QGNH01000656.1_11	QGNH01000656.1	QGNH01000656.1	11	10714	11019	1	E																								0	False	
QGNH01000656.1_12	QGNH01000656.1	QGNH01000656.1	12	11022	11372	1	E																								0	False	
QGNH01000656.1_13	QGNH01000656.1	QGNH01000656.1	13	11369	11581	1	E																								0	False	
QGNH01000656.1_14	QGNH01000656.1	QGNH01000656.1	14	11581	12027	1	E																								0	False	
QGNH01000656.1_15	QGNH01000656.1	QGNH01000656.1	15	12047	12784	1	E																								0	False	
QGNH01000656.1_16	QGNH01000656.1	QGNH01000656.1	16	12885	13283	1	E																								0	False	
QGNH01000656.1_17	QGNH01000656.1	QGNH01000656.1	17	13355	13645	1	E																								0	False	
