locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
PMGM01000056.1_1_3_650_-		K02473	COG1087		phrog_540	VOG00055	KEGG:K02473	216	9.4e-77	255.3	5.1.3.7 5.1.3.-	wbpP; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase
PMGM01000056.1_1_683_1108_-			COG4743				COG:COG4743	141	1.5e-42	142.8		; 
PMGM01000056.1_1_1461_2837_+			COG4906				COG:COG4906	460	2.3e-135	449.3		; 
PMGM01000056.1_2_2_934_+			COG4906				COG:COG4906	310	1e-50	169.3		; 
PMGM01000056.1_2_1177_1479_+		K14092	COG4042				KEGG:K14092	100	1.7e-33	112.2		ehaA; energy-converting hydrogenase A subunit A
PMGM01000056.1_2_1476_1979_+		K14093	COG4041				KEGG:K14093	167	1.8e-79	262.2		ehaB; energy-converting hydrogenase A subunit B
PMGM01000056.1_2_2053_2313_+		K14094	COG4040				COG:COG4040	86	3.5e-35	116.9		EhaC; 
PMGM01000056.1_3_1_207_+		K14095	COG4039				KEGG:K14095	68	1.4e-27	92.4		ehaD; energy-converting hydrogenase A subunit D
PMGM01000056.1_3_457_936_+		K14097	COG4037				KEGG:K14097	159	5.2e-73	240.8		ehaF; energy-converting hydrogenase A subunit F
PMGM01000056.1_3_938_1609_+		K14098	COG4036				KEGG:K14098	223	2.4e-90	298.9		ehaG; energy-converting hydrogenase A subunit G
PMGM01000056.1_3_1614_2294_+		K14099	COG4078				KEGG:K14099	226	3.5e-101	334.3		ehaH; energy-converting hydrogenase A subunit H
PMGM01000056.1_3_2306_2521_+		K14100					KEGG:K14100	71	6.5e-21	71.4		ehaI; energy-converting hydrogenase A subunit I
PMGM01000056.1_3_2625_3485_+		K14101	COG1005				KEGG:K14101	286	1.2e-137	454.9		ehaJ; energy-converting hydrogenase A subunit J
PMGM01000056.1_4_167_487_+		K14103	COG4035				COG:COG4035	106	4.5e-39	130.2		EhaL; 
PMGM01000056.1_4_484_894_+		K14104	COG4084				COG:COG4084	136	1.8e-51	170.6		EhaM; 
PMGM01000056.1_4_906_1355_+		K14105	COG3260				KEGG:K14105	149	2.2e-78	258.0		ehaN; energy-converting hydrogenase A subunit N
PMGM01000056.1_4_1352_2494_+		K14106	COG3261				KEGG:K14106	380	9.2e-199	656.9		ehaO; energy-converting hydrogenase A subunit O
PMGM01000056.1_4_2501_3529_+		K14107	COG1145, COG1143, COG2768		phrog_16249		KEGG:K14107	342	1.3e-104	347.1		ehaP; energy-converting hydrogenase A subunit P
PMGM01000056.1_4_3758_4234_-												Hypothetical
PMGM01000056.1_4_4233_4886_+		K14108	COG1145, COG1145				KEGG:K14108	217	3.1e-80	267.2		ehaQ; energy-converting hydrogenase A subunit Q
PMGM01000056.1_4_4954_5997_+		K14109	COG4030				KEGG:K14109	347	2.4e-143	474.6		ehaR; energy-converting hydrogenase A subunit R
PMGM01000056.1_4_6057_6962_+	K00672	K00672	COG2037				COG:COG2037	301	5.8e-105	347.7		Ftr; 
PMGM01000056.1_4_6959_7924_+		K00852	COG0524		phrog_15334	VOG18158	COG:COG0524	321	2.6e-74	247.6		RbsK; Glycolysis
PMGM01000056.1_4_8182_8946_+		K14107	COG1149, COG2768, COG1145		phrog_16249		KEGG:K14107	254	2.3e-37	91.0		ehaP; energy-converting hydrogenase A subunit P
PMGM01000056.1_4_8936_9571_+		K04767	COG2524				COG:COG2524	211	3.8e-24	82.4		; 
PMGM01000056.1_4_9739_10974_+	K01758	K01758	COG0626			VOG15756	COG:COG0626	411	3.4e-191	634.2		MetC; Methionine biosynthesis
PMGM01000056.1_4_11279_12439_+		K03151	COG0301		phrog_1550	VOG22909	KEGG:K03151	386	1.7e-139	463.4	2.8.1.4	thiI; tRNA uracil 4-sulfurtransferase
PMGM01000056.1_4_12498_13325_+		K22699	COG1635	AA3	phrog_6397	VOG01756	COG:COG1635	275	5.7e-120	397.1		THI4; 
