locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NZ_FOZS01000013.1_1												Hypothetical
NZ_FOZS01000013.1_2												Hypothetical
NZ_FOZS01000013.1_3												Hypothetical
NZ_FOZS01000013.1_4			COG3843				COG:COG3843	171	2.8e-13	47.3		VirD2:
NZ_FOZS01000013.1_5		K03205	COG3505				COG:COG3505	529	6.7e-55	184.2		VirD4:
NZ_FOZS01000013.1_6												Hypothetical
NZ_FOZS01000013.1_7												Hypothetical
NZ_FOZS01000013.1_8												Hypothetical
NZ_FOZS01000013.1_9		K03124	COG1405		phrog_20431	VOG05118	COG:COG1405	359	9.6e-56	187.1		SUA7:
NZ_FOZS01000013.1_10												Hypothetical
NZ_FOZS01000013.1_11												Hypothetical
NZ_FOZS01000013.1_12		K19114	COG5938				COG:COG5938	679	5.4e-107	356.9		Cas8b1:CRISPR-Cas system
NZ_FOZS01000013.1_13		K19115	COG3649				KEGG:K19115	340	2e-99	330.4		csh2; CRISPR-associated protein Csh2
NZ_FOZS01000013.1_14		K19116	COG1688				KEGG:K19116	277	1e-70	236.4		cas5h; CRISPR-associated protein Cas5h
NZ_FOZS01000013.1_15		K07012	COG1203				COG:COG1203	906	5.5e-131	436.1		Cas3:CRISPR-Cas system
NZ_FOZS01000013.1_16		K07464	COG1468				COG:COG1468	154	1e-44	151.2		Cas4:CRISPR-Cas system
NZ_FOZS01000013.1_17		K15342	COG1518		phrog_35024		COG:COG1518	332	6.5e-114	379.3		Cas1:CRISPR-Cas system
NZ_FOZS01000013.1_18		K09951	COG1343				COG:COG1343	87	1.6e-20	71.5		Cas2:CRISPR-Cas system
NZ_FOZS01000012.1_1		K07498	COG3316		phrog_157		COG:COG3316	160	7.1e-52	174.6		Rve:
NZ_FOZS01000012.1_2												Hypothetical
NZ_FOZS01000012.1_3												Hypothetical
NZ_FOZS01000012.1_4												Hypothetical
NZ_FOZS01000012.1_5		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	196	1.5e-29	101.0		XerD:
NZ_FOZS01000012.1_6		K07448				VOG18403	VOG:VOG18403	305	1e-12	45.4		REFSEQ hypothetical protein
NZ_FOZS01000012.1_7					phrog_3288	VOG12102	VOG:VOG12102	545	3.8e-201	667.1		REFSEQ transcriptional regulator
NZ_FOZS01000012.1_8		K03601	COG1570		phrog_9454	VOG10314	COG:COG1570	474	1.8e-99	331.6		XseA:
NZ_FOZS01000012.1_9		K03602	COG1722				COG:COG1722	67	8.2e-11	40.1		XseB:
NZ_FOZS01000012.1_10		K18779	COG0343				COG:COG0343	1060	2.3e-16	55.9		Tgt:tRNA modification
NZ_FOZS01000012.1_11		K07725	COG3355				KEGG:K07725	217	1.6e-43	146.7		csa3; CRISPR-associated protein Csa3
NZ_FOZS01000012.1_12												Hypothetical
NZ_FOZS01000012.1_13												Hypothetical
NZ_FOZS01000012.1_14												Hypothetical
NZ_FOZS01000012.1_15												Hypothetical
NZ_FOZS01000012.1_16		K06877	COG1205		phrog_16	VOG00203	COG:COG1205	1835	3.7e-114	379.3		YprA:
NZ_FOZS01000012.1_17		K06877	COG1205				COG:COG1205	1830	8.1e-117	388.2		YprA:
NZ_FOZS01000012.1_18		K06131	COG1502				COG:COG1502	658	4.3e-12	42.6		Cls:Phospholipid biosynthesis
NZ_FOZS01000012.1_19												Hypothetical
NZ_FOZS01000011.1_1												Hypothetical
NZ_FOZS01000011.1_2												Hypothetical
