locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
UQGR01000001.1_488_1114_-												Hypothetical
UQGR01000001.1_1115_1921_-		K01265	COG0024		phrog_24316	VOG21335	COG:COG0024	268	2.3e-111	368.3		Map; 
UQGR01000001.1_1925_3001_-		K11754	COG0285		phrog_16655		COG:COG0285	358	2.9e-102	339.6		FolC; Folate biosynthesis
UQGR01000001.1_3187_5787_-		K01873	COG0525		phrog_12710	VOG02932	COG:COG0525	796	0	1182.5		ValS; Aminoacyl-tRNA synthetases
UQGR01000001.1_5780_6337_-		K03790	COG1670		phrog_1249	VOG03918	COG:COG1670	183	4.5e-38	128.1		RimL; 
UQGR01000001.1_6611_7282_-		K03584	COG1381				COG:COG1381	223	1.2e-35	119.5		RecO; 
UQGR01000001.1_7295_8209_-		K03595	COG1159		phrog_31529	VOG00060	COG:COG1159	294	3.5e-116	385.0		Era; 
UQGR01000001.1_8199_8603_-	K01489	K01489	COG0295				COG:COG0295	134	2.6e-60	201.2		Cdd; Pyrimidine salvage
UQGR01000001.1_8623_9048_-		K07042	COG0319				COG:COG0319	41	1.4e-18	64.1		YbeY; 16S rRNA modification
UQGR01000001.1_9038_9910_-												Hypothetical
UQGR01000001.1_10063_11844_-		K18888	COG1132		phrog_2392	VOG02992	KEGG:K18888	586	2.9e-252	835.2		efrB, efrF; ATP-binding cassette, subfamily B, multidrug efflux pump
UQGR01000001.1_11837_13627_-		K18887	COG1132		phrog_2392	VOG02992	KEGG:K18887	596	8.9e-227	750.8		efrA, efrE; ATP-binding cassette, subfamily B, multidrug efflux pump
UQGR01000001.1_13851_14945_-		K07027	COG0392		phrog_30409		COG:COG0392	364	4.2e-55	183.4		AglD2; 
UQGR01000001.1_15000_15887_-			COG1307		phrog_17399		COG:COG1307	295	5.9e-87	288.4		DegV; 
UQGR01000001.1_15958_16602_-												Hypothetical
UQGR01000001.1_16615_18405_-		K18890	COG1132		phrog_2392	VOG02992	KEGG:K18890	574	4.6e-228	755.7		mdlB, smdB; ATP-binding cassette, subfamily B, multidrug efflux pump
UQGR01000001.1_18405_20189_-		K18889	COG1132		phrog_2392	VOG02992	KEGG:K18889	594	4.9e-215	712.3		mdlA, smdA; ATP-binding cassette, subfamily B, multidrug efflux pump
UQGR01000001.1_20293_21162_-		K06180	COG0564		phrog_9266		COG:COG0564	270	7.2e-96	318.2		RluA; 23S rRNA modification
UQGR01000001.1_21146_22267_-	K07313	K07313	COG0639		phrog_246	VOG00333	FOAM:K07313	351	2.9e-26	88.5	3.1.3.16	pphA; serine/threonine protein phosphatase 1
UQGR01000001.1_22260_22877_-		K09765	COG1636		phrog_3217		COG:COG1636	205	4.9e-85	282.4		QueH; 
UQGR01000001.1_23074_24471_-		K22933	COG1486	GH4			KEGG:K22933	465	8.2e-190	627.6	3.2.1.67	lplD; galacturan 1,4-alpha-galacturonidase
