locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
JACASX010000001.1_71_1354_+												Hypothetical
JACASX010000001.1_1359_1757_+			COG1310				COG:COG1310	132	2.1e-29	98.7		Rri1; 
JACASX010000001.1_1836_2153_+												Hypothetical
JACASX010000001.1_2172_2450_+	K03769	K03769	COG0760		phrog_16409		COG:COG0760	92	2.3e-39	132.3		SurA; 
JACASX010000001.1_2452_3945_-	K10896	K10896	COG1111		phrog_16, phrog_62	VOG00107	COG:COG1111	497	9.8e-162	535.9		MPH1; 
JACASX010000001.1_4046_4312_-												Hypothetical
JACASX010000001.1_4364_4774_+		K02503	COG0537		phrog_19494	VOG09938	COG:COG0537	136	1.1e-49	165.8		HinT; 
JACASX010000001.1_4779_6059_-		K03265	COG1503			VOG09890, VOG01174	COG:COG1503	426	2.2e-126	417.8		eRF1; Translation factors
JACASX010000001.1_6218_6433_+												Hypothetical
JACASX010000001.1_6452_6796_-		K07725	COG3355				KEGG:K07725	114	1e-09	34.4		csa3; CRISPR-associated protein Csa3
JACASX010000001.1_6802_7146_-		K07725	COG1777				COG:COG1777	114	1.4e-10	37.6		; 
JACASX010000001.1_7236_8261_-	K06863	K06863	COG1759				COG:COG1759	341	4.5e-144	475.8		PurP; Purine biosynthesis
JACASX010000001.1_8296_8502_-												Hypothetical
JACASX010000001.1_8610_8951_+			COG3355				COG:COG3355	113	1.7e-09	33.6		; 
JACASX010000001.1_9001_10311_+		K09759	COG0017		phrog_19509, phrog_19509	VOG03103	KEGG:K09759	436	9.4e-164	541.9	6.1.1.23	aspC, aspS; nondiscriminating aspartyl-tRNA synthetase
JACASX010000001.1_10321_10587_+		K02435	COG0721				KEGG:K02435	88	1.1e-08	31.1	6.3.5.6 6.3.5.7	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C
JACASX010000001.1_10589_12037_+		K02433	COG0154		phrog_29364		KEGG:K02433	482	1.6e-171	568.2	6.3.5.6 6.3.5.7	gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A
JACASX010000001.1_12070_13446_+		K02434	COG0064				COG:COG0064	458	4.9e-181	600.3		GatB; Aminoacyl-tRNA synthetases
JACASX010000001.1_13474_15351_-		K00313	COG2440				KEGG:K00313	625	2.2e-153	507.5	1.5.5.-	fixC; electron transfer flavoprotein-quinone oxidoreductase
JACASX010000001.1_15356_16543_-		K03522	COG2025				COG:COG2025	369	2.4e-78	260.2		FixB; 
JACASX010000001.1_16540_17418_-		K03521	COG2086				COG:COG2086	292	1.7e-53	177.9		FixA; 
JACASX010000001.1_17473_17841_-												Hypothetical
JACASX010000001.1_17867_18448_+		K22881					KEGG:K22881	193	1.5e-27	90.4		phaE; polyhydroxyalkanoate synthase subunit PhaE
JACASX010000001.1_18435_19496_+	K03821	K03821	COG3243				COG:COG3243	353	6.6e-103	341.6		PhaC; 
JACASX010000001.1_19517_19939_-												Hypothetical
JACASX010000001.1_20013_20315_-			COG2002				COG:COG2002	100	1.7e-10	37.6		AbrB; 
JACASX010000001.1_20346_21125_-	K05714	K05714	COG2267		phrog_789	VOG00261	FOAM:K05714	259	5.3e-54	179.7	3.7.1.14	mhpC; 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase
JACASX010000001.1_21364_22575_-			COG1915				COG:COG1915	403	2.7e-191	633.5		; 
JACASX010000001.1_22633_22980_-												Hypothetical
JACASX010000001.1_22992_23180_-												Hypothetical
JACASX010000001.1_23208_23876_-		K07023	COG1896		phrog_7076	VOG01019	KEGG:K07023	222	3e-53	177.4		K07023; putative hydrolases of HD superfamily
JACASX010000001.1_23930_24148_+												Hypothetical
JACASX010000001.1_24186_24425_+												Hypothetical
JACASX010000001.1_24473_24637_+												Hypothetical
JACASX010000001.1_24672_25076_+	K01759	K01759	COG0346				COG:COG0346	134	1.4e-21	73.0		GloA; 
JACASX010000001.1_25081_25446_-												Hypothetical
JACASX010000001.1_25764_26600_+												Hypothetical
JACASX010000001.1_26606_27430_-		K07579	COG2263				COG:COG2263	274	7.1e-09	31.0		; 
JACASX010000001.1_27534_28742_+	K01754	K01754	COG1171		phrog_11528	VOG22917	COG:COG1171	402	1.7e-162	538.1		IlvA; Isoleucine, leucine, valine biosynthesis
JACASX010000001.1_29264_29473_-												Hypothetical
JACASX010000001.1_29980_30135_-												Hypothetical
JACASX010000001.1_30231_30365_-												Hypothetical
JACASX010000001.1_30552_30695_+												Hypothetical
JACASX010000001.1_31292_31864_-	K01588	K01588	COG0041				COG:COG0041	190	6.9e-79	262.1		PurE; Purine biosynthesis
JACASX010000001.1_32061_32210_-												Hypothetical
JACASX010000001.1_32309_33451_+	K01589	K01589	COG0026				COG:COG0026	380	4.8e-138	456.4		PurK; Purine biosynthesis
JACASX010000001.1_33481_33873_+												Hypothetical
JACASX010000001.1_34265_34435_-												Hypothetical
JACASX010000001.1_34469_34729_-												Hypothetical
JACASX010000001.1_34750_34986_-												Hypothetical
JACASX010000001.1_35296_35466_-												Hypothetical
JACASX010000001.1_35565_36257_+	K00966	K00966	COG1208		phrog_3980	VOG00785	COG:COG1208	230	4e-69	229.3		GCD1; 
JACASX010000001.1_36264_37235_+	K00320	K00320	COG2141				FOAM:K00320	323	1.8e-63	211.0	1.5.98.2	mer; 5,10-methylenetetrahydromethanopterin reductase
JACASX010000001.1_37232_38338_+	K07550	K07550	COG0183				COG:COG0183	368	7e-75	248.8		PaaJ; Fatty acid biosynthesis
JACASX010000001.1_38676_38801_-												Hypothetical
JACASX010000001.1_38910_39473_+		K03552	COG1591		phrog_6591	VOG05761	COG:COG1591	187	3.4e-22	75.0		; 
JACASX010000001.1_39519_40286_+												Hypothetical
JACASX010000001.1_40361_40684_+												Hypothetical
JACASX010000001.1_40691_40864_-												Hypothetical
JACASX010000001.1_40911_41333_-												Hypothetical
JACASX010000001.1_41376_42737_+	K01733	K01733	COG0498		phrog_11528		COG:COG0498	453	1.2e-98	326.9		ThrC; Threonine biosynthesis
JACASX010000001.1_42869_44116_+		K03699	COG1253		phrog_10948		COG:COG1253	415	1.4e-137	455.4		TlyC; 
JACASX010000001.1_45304_46158_+		K03673					KEGG:K03673	284	5.4e-11	38.5	1.8.4.15	dsbA; protein dithiol oxidoreductase (disulfide-forming)
JACASX010000001.1_46260_47654_+	K01641	K01641	COG3425				COG:COG3425	464	5.5e-139	461.0		PksG; Isoprenoid biosynthesis
JACASX010000001.1_48182_48877_-		K01935	COG0132				COG:COG0132	196	6e-50	166.3		BioD; Biotin biosynthesis
JACASX010000001.1_48877_50223_-		K00833	COG0161		phrog_2736	VOG04410	COG:COG0161	448	7.3e-151	498.8		BioA; Biotin biosynthesis
JACASX010000001.1_50294_51274_+		K01012	COG0502				COG:COG0502	326	5.5e-115	380.5		BioB; Biotin biosynthesis
JACASX010000001.1_51333_51938_+		K00652	COG0156				COG:COG0156	201	1.1e-72	240.8		BioF; Biotin biosynthesis
JACASX010000001.1_52037_52393_+		K00652	COG0156				COG:COG0156	118	2.1e-32	108.5		BioF; Biotin biosynthesis
JACASX010000001.1_52908_53123_+												Hypothetical
JACASX010000001.1_53304_53579_-												Hypothetical
JACASX010000001.1_54059_54709_+			COG5491				COG:COG5491	216	6.8e-54	178.8		Did4; 
JACASX010000001.1_54865_54993_+												Hypothetical
JACASX010000001.1_55832_56563_+		K03432	COG0638				COG:COG0638	243	8.5e-71	234.7		PRE1; 
JACASX010000001.1_56601_57416_+		K09142	COG2106				COG:COG2106	271	3.9e-87	288.1		MTH1; 
JACASX010000001.1_57627_58619_+		K02925	COG0087				KEGG:K02925	330	9.2e-66	215.0		RP-L3e, RPL3; large subunit ribosomal protein L3e
JACASX010000001.1_58619_59431_+		K02930	COG0088				KEGG:K02930	270	1.1e-69	231.6		RP-L4e, RPL4; large subunit ribosomal protein L4e
JACASX010000001.1_59428_59694_+		K02893	COG0089				COG:COG0089	88	6.4e-18	61.0		RplW; Ribosome 50S subunit
JACASX010000001.1_59738_60133_+		K02958	COG0185				COG:COG0185	131	1.3e-45	151.0		RpsS; Ribosome 30S subunit
JACASX010000001.1_60139_60597_+		K02880	COG0091				COG:COG0091	152	9.4e-34	113.0		RplV; Ribosome 50S subunit
JACASX010000001.1_60601_61329_+		K02982	COG0092				COG:COG0092	242	5.3e-58	192.5		RpsC; Ribosome 30S subunit
JACASX010000001.1_61529_61858_+		K02949	COG0186				COG:COG0186	109	5.7e-24	81.8		RpsQ; Ribosome 30S subunit
JACASX010000001.1_61858_62295_+		K02894	COG0093				KEGG:K02894	145	3e-45	150.6		RP-L23e, RPL23; large subunit ribosomal protein L23e
JACASX010000001.1_62296_62784_+		K02898	COG0198				KEGG:K02898	162	1.4e-21	73.2		RP-L26e, RPL26; large subunit ribosomal protein L26e
JACASX010000001.1_62784_63500_+		K02987	COG1471				COG:COG1471	238	4.2e-79	261.0		RPS4A; Archaeal ribosomal proteins
JACASX010000001.1_63505_64023_+		K02868	COG0094				COG:COG0094	172	1.5e-52	174.5		RplE; Ribosome 50S subunit
JACASX010000001.1_64051_64185_+												Hypothetical
JACASX010000001.1_64225_64617_+		K02957	COG0096				COG:COG0096	130	2.5e-36	120.5		RpsH; Ribosome 30S subunit
JACASX010000001.1_64607_65164_+		K02940	COG0097				KEGG:K02940	185	1.4e-38	129.0		RP-L9e, RPL9; large subunit ribosomal protein L9e
JACASX010000001.1_65424_65678_+												Hypothetical
JACASX010000001.1_65689_65907_+												Hypothetical
JACASX010000001.1_66252_66482_+												Hypothetical
JACASX010000001.1_66593_67000_-		K05558	COG3871				COG:COG3871	135	4.6e-19	65.0		YzzA; 
