	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000460.1_1	QGNH01000460.1	QGNH01000460.1	1	2	103	1	E																								0	False	F
QGNH01000460.1_2	QGNH01000460.1	QGNH01000460.1	2	222	482	1	E																								0	False	F
QGNH01000460.1_3	QGNH01000460.1	QGNH01000460.1	3	491	790	1	E																								0	False	F
QGNH01000460.1_4	QGNH01000460.1	QGNH01000460.1	4	839	1240	1	E																								0	False	F
QGNH01000460.1_5	QGNH01000460.1	QGNH01000460.1	5	1624	1791	1	E																								0	False	F
QGNH01000460.1_6	QGNH01000460.1	QGNH01000460.1	6	2793	3323	1	D			YP_010655174.1	YP_010655174.1 holin [Pseudoalteromonas phage TW1]	False	0.359	66.0	1.136e-11								Holin of 3TMs, for gene-transfer release [PF11351.11]					VOG01288	REFSEQ holin; Xu	Xu	0	False	F
QGNH01000460.1_7	QGNH01000460.1	QGNH01000460.1	7	3420	3698	1	E																								0	False	F
QGNH01000460.1_8	QGNH01000460.1	QGNH01000460.1	8	3670	4116	1	E																								0	False	F
QGNH01000460.1_9	QGNH01000460.1	QGNH01000460.1	9	4103	5554	1	C	K06909	phage terminase large subunit	YP_003344921.1	YP_003344921.1 terminase family protein [Xylella phage Xfas53]	False	0.402	317.0	4.308e-93								Terminase RNaseH-like domain [PF17289.5]					VOG02286	REFSEQ terminase large subunit; Xu	Xu	0	False	F
QGNH01000460.1_10	QGNH01000460.1	QGNH01000460.1	10	5554	7554	1	E																								0	False	
QGNH01000460.1_11	QGNH01000460.1	QGNH01000460.1	11	7532	7771	1	E																								0	False	
QGNH01000460.1_12	QGNH01000460.1	QGNH01000460.1	12	7761	8102	1	E																								0	False	
QGNH01000460.1_13	QGNH01000460.1	QGNH01000460.1	13	8065	8898	1	E																								0	False	
QGNH01000460.1_14	QGNH01000460.1	QGNH01000460.1	14	8901	9443	1	E																								0	False	
QGNH01000460.1_15	QGNH01000460.1	QGNH01000460.1	15	9456	10049	1	E																								0	False	
