locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
SMWK01000066.1_3_554_+		K05874	COG4564		phrog_8572		KEGG:K05874	183	2.4e-73	245.6		tsr; methyl-accepting chemotaxis protein I, serine sensor receptor
SMWK01000066.1_623_2116_-		K03307	COG0591		phrog_20720	VOG35695, VOG35695	COG:COG0591	497	6.4e-126	418.7		PutP; 
SMWK01000066.1_2344_3348_+		K07130	COG1878				COG:COG1878	334	2.1e-54	182.6		; 
SMWK01000066.1_3370_4818_-		K15868	COG0365		phrog_36676	VOG21292	KEGG:K15868	482	1.2e-204	678.9	6.2.1.7	baiB; bile acid-coenzyme A ligase
SMWK01000066.1_4899_5828_+												Hypothetical
SMWK01000066.1_5848_7128_-		K25135	COG2206				KEGG:K25135	426	2.8e-96	320.2	3.1.4.-	K25135; cyclic di-GMP phosphodiesterase
SMWK01000066.1_7396_8163_-												Hypothetical
SMWK01000066.1_8210_9448_-	K08151	K08151	COG0477		phrog_2034		FOAM:K08151	412	4e-149	495.0		tetA; MFS transporter, DHA1 family, tetracycline resistance protein
SMWK01000066.1_9590_9829_+												Hypothetical
SMWK01000067.1_341_1084_-		K07090	COG0730				KEGG:K07090	247	5.7e-16	56.1		K07090; uncharacterized protein
SMWK01000067.1_1194_2048_+		K21900			phrog_3736	VOG33559	KEGG:K21900	284	2.6e-40	136.0		cysL; LysR family transcriptional regulator, transcriptional activator of the cysJI operon
SMWK01000067.1_2055_3083_-		K01772	COG0276				COG:COG0276	342	3.6e-113	375.6		HemH; Heme biosynthesis
SMWK01000067.1_3197_3814_+	K02501	K02501	COG0118				COG:COG0118	205	2.2e-100	334.7		HisH; Histidine biosynthesis
SMWK01000067.1_3808_4587_+	K02500	K02500	COG0107				COG:COG0107	259	2.4e-124	413.3		HisF; Histidine biosynthesis
SMWK01000067.1_5011_5208_+												Hypothetical
SMWK01000067.1_5343_5501_-												Hypothetical
SMWK01000067.1_5541_7829_-		K01873	COG0525		phrog_12710, phrog_12710	VOG02932, VOG02932	COG:COG0525	763	0	1074.5		ValS; Aminoacyl-tRNA synthetases
SMWK01000068.1_1_129_+												Hypothetical
SMWK01000068.1_165_794_-		K22843	COG3897				COG:COG3897	209	3.6e-51	171.3		Nnt1; 
SMWK01000068.1_970_2475_+		K09014	COG0719		phrog_12033		KEGG:K09014	501	6e-233	772.0		sufB; Fe-S cluster assembly protein SufB
SMWK01000068.1_2472_3221_+	K09013	K09013	COG0396		phrog_293	VOG02992	FOAM:K09013	249	4.1e-121	401.2		sufC; Fe-S cluster assembly ATP-binding protein
SMWK01000068.1_3218_4390_+		K09015	COG0719		phrog_12033		KEGG:K09015	390	7.8e-81	269.9		sufD; Fe-S cluster assembly protein SufD
SMWK01000068.1_4387_5589_+		K11717	COG0520		phrog_12787	VOG21354	KEGG:K11717	400	1e-224	746.2	2.8.1.7 4.4.1.16	sufS; cysteine desulfurase / selenocysteine lyase
