	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_016291085.1_JAEEVW010000001.1_1	GCA_016291085.1	JAEEVW010000001.1	1	78	1379	1	C	K16211	maltose/moltooligosaccharide transporter								MFS/sugar transport protein [PF13347.9]					0
GCA_016291085.1_JAEEVW010000001.1_2	GCA_016291085.1	JAEEVW010000001.1	2	1427	3853	1	C	K00705	4-alpha-glucanotransferase [EC:2.4.1.25]								4-alpha-glucanotransferase [PF02446.20]; Starch binding domain [PF00686.22]	CBM20; GH77	CBM20 The granular starch-binding function has been demonstrated in several cases. Interact strongly with cyclodextrins. Often designated as starch-binding domains (SBD).; GH77 amylomaltase or 4-alpha-glucanotransferase (EC 2.4.1.25)	2.4.1.-,3.2.1.1,3.2.1.2,3.2.1.3,3.2.1.60,3.2.1.98,3.2.1.-; 2.4.1.25	GH77.hmm	0
GCA_016291085.1_JAEEVW010000001.1_3	GCA_016291085.1	JAEEVW010000001.1	3	3858	6125	1	C	K21574	glucan 1,4-alpha-glucosidase [EC:3.2.1.3]								Glycoside hydrolase 97 [PF10566.12]; Glycosyl-hydrolase 97 N-terminal [PF14508.9]; Glycosyl-hydrolase 97 C-terminal, oligomerisation [PF14509.9]	GH97	GH97 glucoamylase (EC 3.2.1.3); alpha-glucosidase (EC 3.2.1.20); alpha-galactosidase (EC 3.2.1.22)	3.2.1.20,3.2.1.22,3.2.1.3,3.2.1.88	GH97.hmm	0
GCA_016291085.1_JAEEVW010000001.1_4	GCA_016291085.1	JAEEVW010000001.1	4	6129	8048	1	D										AAA domain [PF13087.9]; AAA domain [PF13086.9]; AAA domain [PF13604.9]; AAA domain [PF13245.9]					0
GCA_016291085.1_JAEEVW010000001.1_5	GCA_016291085.1	JAEEVW010000001.1	5	8045	10054	1	C	K01200	pullulanase [EC:3.2.1.41]								Alpha amylase, catalytic domain [PF00128.27]; Alpha-1,6-glucosidases, pullulanase-type, C-terminal [PF11852.11]	GH13; GH13_10; GH13_11; GH13_12; GH13_13; GH13_14; GH13_20; GH13_28; GH13_32; GH13_37; GH13_41	GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); amino acid transporter; [retaining] sucrose 6(F)-phosphate phosphorylase (EC 2.4.1.329); [retaining] glucosylglycerol phosphorylase (EC 2.4.1.359); ; Glucosylglycerate phosphorylase (EC 2.4.1.352); [retaining] sucrose alpha-glucosidase (EC 3.2.1.48); oligosaccharide alpha-4-glucosyltransferase (EC 2.4.1.161); [retaining] alpha-amylase (EC 3.2.1.1);	2.4.1.25,2.4.1.-,3.2.1.1,3.2.1.133,3.2.1.135,3.2.1.20,3.2.1.2,3.2.1.41,3.2.1.54; 3.2.1.1,3.2.1.141; 2.4.1.25,3.2.1.20,3.2.1.68; 3.2.1.1,3.2.1.41,3.2.1.68; 3.2.1.41,3.2.1.68; 3.2.1.1,3.2.1.20,3.2.1.41,3.2.1.68; 3.2.1.1,3.2.1.133,3.2.1.135,3.2.1.41,3.2.1.54,3.2.1.-; 3.2.1.1; 3.2.1.1,3.2.1.41,3.2.1.116; 3.2.1.1	GH13_14.hmm	0
GCA_016291085.1_JAEEVW010000001.1_6	GCA_016291085.1	JAEEVW010000001.1	6	10199	10636	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]								dUTPase [PF00692.22]					0
GCA_016291085.1_JAEEVW010000001.1_7	GCA_016291085.1	JAEEVW010000001.1	7	10687	12363	1	D										Tetratricopeptide repeat [PF13429.9]; Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.10]					0
GCA_016291085.1_JAEEVW010000001.1_8	GCA_016291085.1	JAEEVW010000001.1	8	12360	13217	1	D										Domain of unknown function (DUF4292) [PF14125.9]					0
GCA_016291085.1_JAEEVW010000001.1_9	GCA_016291085.1	JAEEVW010000001.1	9	13227	14816	1	C	K22719	murein hydrolase activator	MER0507104	M23X	MER0507104 - family M23 non-peptidase homologues (Prevotella sp) [M23.UNW]#M23X#{peptidase unit: 78-281, 409-539}~source YP_008444760~	True	0.433	352.0	5.045e-104	Peptidase family M23 [PF01551.25]					0
GCA_016291085.1_JAEEVW010000001.1_10	GCA_016291085.1	JAEEVW010000001.1	10	14867	15979	-1	D			MER0370002	M20A	MER0370002 - subfamily M20A unassigned peptidases (Prevotella maculosa) [M20.UPA]#M20A#{peptidase unit: 9-351}~source ZP_09552397~	True	0.678	466.0	6.448e-146	Peptidase family M20/M25/M40 [PF01546.31]; Peptidase dimerisation domain [PF07687.17]					0
