NC_073474_163	1bc285d0c6c9f4c1302c8262213f8add	233	SUPERFAMILY	SSF52402	Adenine nucleotide alpha hydrolases-like	19	188	5.56E-7	T	10-07-2023	-	-
NC_073474_130	ec0bbc6b3e12f2fd095eac34d8b565bc	70	MobiDBLite	mobidb-lite	consensus disorder prediction	1	23	-	T	10-07-2023	-	-
NC_073474_130	ec0bbc6b3e12f2fd095eac34d8b565bc	70	Gene3D	G3DSA:1.10.10.60	-	25	69	1.6E-5	T	10-07-2023	-	-
NC_073474_130	ec0bbc6b3e12f2fd095eac34d8b565bc	70	Pfam	PF13384	Homeodomain-like domain	22	60	1.2E-7	T	10-07-2023	-	-
NC_073474_130	ec0bbc6b3e12f2fd095eac34d8b565bc	70	Coils	Coil	Coil	5	32	-	T	10-07-2023	-	-
NC_073474_130	ec0bbc6b3e12f2fd095eac34d8b565bc	70	SUPERFAMILY	SSF46689	Homeodomain-like	19	60	7.17E-5	T	10-07-2023	IPR009057	Homeobox-like domain superfamily
NC_073474_125	9d123132fafd5c6728ec64da097153ec	401	Coils	Coil	Coil	203	223	-	T	10-07-2023	-	-
NC_073474_125	9d123132fafd5c6728ec64da097153ec	401	MobiDBLite	mobidb-lite	consensus disorder prediction	21	47	-	T	10-07-2023	-	-
NC_073474_125	9d123132fafd5c6728ec64da097153ec	401	MobiDBLite	mobidb-lite	consensus disorder prediction	178	212	-	T	10-07-2023	-	-
NC_073474_125	9d123132fafd5c6728ec64da097153ec	401	MobiDBLite	mobidb-lite	consensus disorder prediction	143	212	-	T	10-07-2023	-	-
NC_073474_37	4d16f4009bf567c642f7e50afd0844fc	305	Pfam	PF03837	RecT family	45	254	2.3E-33	T	10-07-2023	IPR018330	RecT family
NC_073474_37	4d16f4009bf567c642f7e50afd0844fc	305	TIGRFAM	TIGR00616	rect: recombinase, phage RecT family	28	251	4.6E-24	T	10-07-2023	IPR004590	DNA single-strand annealing protein RecT
NC_073474_42	5767b196f495ad115d86c05e6a9d9dd6	162	Gene3D	G3DSA:2.40.50.140	-	1	119	2.8E-38	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
NC_073474_42	5767b196f495ad115d86c05e6a9d9dd6	162	Hamap	MF_00984	Single-stranded DNA-binding protein.	4	113	27.225952	T	10-07-2023	IPR011344	Single-stranded DNA-binding protein
