	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_011192085.1_DUEQ01000001.1_1	GCA_011192085.1	DUEQ01000001.1	1	1	1152	1	D										O-Antigen ligase [PF04932.18]					0
GCA_011192085.1_DUEQ01000001.1_2	GCA_011192085.1	DUEQ01000001.1	2	1596	2606	1	D										Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF10111.12]; Glycosyl transferase family 21 [PF13506.9]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glycos_transf_2.hmm	0
GCA_011192085.1_DUEQ01000001.1_3	GCA_011192085.1	DUEQ01000001.1	3	2613	3572	-1	C	K12339	S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]								Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
GCA_011192085.1_DUEQ01000006.1_1	GCA_011192085.1	DUEQ01000006.1	1	87	2156	-1	C	K02355	elongation factor G								Elongation factor G, domain IV [PF03764.21]; Elongation factor Tu GTP binding domain [PF00009.30]; Elongation factor G C-terminus [PF00679.27]; Elongation Factor G, domain III [PF14492.9]; Elongation factor Tu domain 2 [PF03144.28]					0
GCA_011192085.1_DUEQ01000006.1_2	GCA_011192085.1	DUEQ01000006.1	2	2273	2743	-1	C	K02992	small subunit ribosomal protein S7								Ribosomal protein S7p/S5e [PF00177.24]					0
GCA_011192085.1_DUEQ01000006.1_3	GCA_011192085.1	DUEQ01000006.1	3	2950	3369	-1	C	K02950	small subunit ribosomal protein S12								Ribosomal protein S12/S23 [PF00164.28]; Ribosomal protein S7p/S5e [PF00177.24]					0
GCA_011192085.1_DUEQ01000006.1_4	GCA_011192085.1	DUEQ01000006.1	4	3552	5711	-1	C	K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family								FtsK/SpoIIIE family [PF01580.21]; FtsK alpha domain [PF17854.4]; Ftsk gamma domain [PF09397.13]					0
GCA_011192085.1_DUEQ01000006.1_5	GCA_011192085.1	DUEQ01000006.1	5	5958	7889	-1	D										N-terminal 7TM region of histidine kinase [PF16927.8]					0
GCA_011192085.1_DUEQ01000006.1_6	GCA_011192085.1	DUEQ01000006.1	6	7965	8078	-1	E															0
GCA_011192085.1_DUEQ01000006.1_7	GCA_011192085.1	DUEQ01000006.1	7	8200	8334	-1	E															0
GCA_011192085.1_DUEQ01000006.1_8	GCA_011192085.1	DUEQ01000006.1	8	8390	8866	-1	E															0
GCA_011192085.1_DUEQ01000007.1_1	GCA_011192085.1	DUEQ01000007.1	1	3	1700	1	E															0
GCA_011192085.1_DUEQ01000007.1_2	GCA_011192085.1	DUEQ01000007.1	2	1862	2653	-1	C	K12410	NAD-dependent deacetylase [EC:2.3.1.286]								Sir2 family [PF02146.20]					0
GCA_011192085.1_DUEQ01000007.1_3	GCA_011192085.1	DUEQ01000007.1	3	2776	3378	1	D										CDP-alcohol phosphatidyltransferase [PF01066.24]					0
GCA_011192085.1_DUEQ01000007.1_4	GCA_011192085.1	DUEQ01000007.1	4	3433	4884	1	C	K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]								GatB/GatE catalytic domain [PF02934.18]; GatB domain [PF02637.21]					0
GCA_011192085.1_DUEQ01000007.1_5	GCA_011192085.1	DUEQ01000007.1	5	5109	6149	1	D										Dehydrogenase E1 component [PF00676.23]; Transketolase, thiamine diphosphate binding domain [PF00456.24]; 1-deoxy-D-xylulose-5-phosphate synthase [PF13292.9]					0
GCA_011192085.1_DUEQ01000007.1_6	GCA_011192085.1	DUEQ01000007.1	6	6153	7139	1	D										Transketolase, pyrimidine binding domain [PF02779.27]; Transketolase, C-terminal domain [PF02780.23]					0
GCA_011192085.1_DUEQ01000007.1_7	GCA_011192085.1	DUEQ01000007.1	7	7156	7419	1	D										Biotin-requiring enzyme [PF00364.25]					0
GCA_011192085.1_DUEQ01000007.1_8	GCA_011192085.1	DUEQ01000007.1	8	7488	8099	1	D										Biotin-requiring enzyme [PF00364.25]; e3 binding domain [PF02817.20]					0
GCA_011192085.1_DUEQ01000012.1_1	GCA_011192085.1	DUEQ01000012.1	1	3	590	-1	C	K00619	amino-acid N-acetyltransferase [EC:2.3.1.1]								Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) domain [PF13420.10]; Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) family [PF00583.28]					0
GCA_011192085.1_DUEQ01000012.1_2	GCA_011192085.1	DUEQ01000012.1	2	615	1787	-1	C	K00818	acetylornithine aminotransferase [EC:2.6.1.11]								Aminotransferase class-III [PF00202.24]					0
