	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001521.1_1	QGNH01001521.1	QGNH01001521.1	1	60	497	-1	E																								0	False	F
QGNH01001521.1_2	QGNH01001521.1	QGNH01001521.1	2	523	768	-1	E																								0	False	F
QGNH01001521.1_3	QGNH01001521.1	QGNH01001521.1	3	765	1208	-1	C	K01185	lysozyme [EC:3.2.1.17]	YP_010078178.1	YP_010078178.1 endolysin [Ralstonia phage Raharianne]	False	0.425	108.0	1.676e-26								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	F
QGNH01001521.1_4	QGNH01001521.1	QGNH01001521.1	4	1369	3849	-1	E																								0	False	F
QGNH01001521.1_5	QGNH01001521.1	QGNH01001521.1	5	4073	4273	1	E																								0	False	F
QGNH01001521.1_6	QGNH01001521.1	QGNH01001521.1	6	4207	4563	-1	E																								0	False	F
QGNH01001521.1_7	QGNH01001521.1	QGNH01001521.1	7	4627	5169	-1	E																								0	False	F
QGNH01001521.1_8	QGNH01001521.1	QGNH01001521.1	8	5198	5824	-1	D																HIRAN domain [PF08797.14]								0	False	
QGNH01001521.1_9	QGNH01001521.1	QGNH01001521.1	9	5899	6096	-1	D			YP_009187462.1	YP_009187462.1 immunity to superinfection [Pseudomonas phage YMC11/02/R656]	False	0.561	65.0	4.447e-13								Superinfection immunity protein [PF14373.9]					VOG04694	sp|P08986|BIMM_BPT4 Immunity protein; Xh	Xh	0	False	
QGNH01001521.1_10	QGNH01001521.1	QGNH01001521.1	10	6222	6704	-1	D																Lambda phage tail tube protein, TTP [PF16461.8]; Phage tail tube protein, TTP [PF08813.14]					VOG00377	sp|P85503|STRU3_BPPAJ Structural protein 3; Xs	Xs	0	False	V
QGNH01001521.1_11	QGNH01001521.1	QGNH01001521.1	11	6753	7163	-1	E																								0	False	
QGNH01001521.1_12	QGNH01001521.1	QGNH01001521.1	12	7259	7777	-1	E																								0	False	
QGNH01001521.1_13	QGNH01001521.1	QGNH01001521.1	13	7777	8157	-1	E																					VOG00080	sp|O48446|HCP16_BPSPP Head completion protein gp16; XpXrXs	Xr;Xs;Xp	0	False	V
QGNH01001521.1_14	QGNH01001521.1	QGNH01001521.1	14	8171	8341	-1	E																								0	False	
QGNH01001521.1_15	QGNH01001521.1	QGNH01001521.1	15	8352	9224	-1	E																								0	False	
QGNH01001521.1_16	QGNH01001521.1	QGNH01001521.1	16	9259	9447	-1	E																								0	False	
QGNH01001521.1_17	QGNH01001521.1	QGNH01001521.1	17	9529	9939	-1	E																								0	False	
QGNH01001521.1_18	QGNH01001521.1	QGNH01001521.1	18	10042	10809	-1	E																								0	False	
QGNH01001521.1_19	QGNH01001521.1	QGNH01001521.1	19	10940	12223	-1	D																Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
QGNH01001521.1_20	QGNH01001521.1	QGNH01001521.1	20	12366	13544	-1	C	K04773	protease IV [EC:3.4.21.-]	YP_009226433.1	YP_009226433.1 head maturation protease [Achromobacter phage phiAxp-2]	False	0.369	162.0	2.71e-41	MER0065575	S49B	MER0065575 - subfamily S49B unassigned peptidases (Koribacter versatilis) [S49.UPB]#S49B#{peptidase unit: 114-306}~source YP_592248~	False	203.0	4.793e-55	0.584	Peptidase family S49 [PF01343.21]; Clp protease [PF00574.26]					VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xh;Xs	0	False	VP
QGNH01001521.1_21	QGNH01001521.1	QGNH01001521.1	21	13762	15432	-1	D			YP_010754216.1	YP_010754216.1 portal protein [Streptomyces phage Chymera]	False	0.31	187.0	3.962e-48								Phage portal protein [PF04860.15]					VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xh;Xr;Xs;Xp	0	False	VF
QGNH01001521.1_22	QGNH01001521.1	QGNH01001521.1	22	15651	15893	-1	D			YP_009017589.1	YP_009017589.1 terminase large subunit [Psychrobacter phage Psymv2]	False	0.608	79.0	1.841e-17								Terminase large subunit, endonuclease domain [PF20441.1]								0	False	F
QGNH01001521.1_23	QGNH01001521.1	QGNH01001521.1	23	15890	17362	-1	D			NP_543088.1	NP_543088.1 terminase large subunit [Enterobacteria phage phiP27]	True	0.544	426.0	2.094e-130								Terminase large subunit, ATPase domain [PF03354.18]; Terminase large subunit, endonuclease domain [PF20441.1]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001521.1_24	QGNH01001521.1	QGNH01001521.1	24	17337	17759	-1	E																								0	False	F
QGNH01001521.1_25	QGNH01001521.1	QGNH01001521.1	25	18407	18676	-1	E																								0	False	F
QGNH01001521.1_26	QGNH01001521.1	QGNH01001521.1	26	18689	19180	-1	E																								0	False	F
