	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000802.1_1	QGNH01000802.1	QGNH01000802.1	1	2	112	-1	E																								0	False	F
QGNH01000802.1_2	QGNH01000802.1	QGNH01000802.1	2	196	360	-1	E																								0	False	F
QGNH01000802.1_3	QGNH01000802.1	QGNH01000802.1	3	348	494	-1	E																								0	False	F
QGNH01000802.1_4	QGNH01000802.1	QGNH01000802.1	4	494	658	-1	E																								0	False	F
QGNH01000802.1_5	QGNH01000802.1	QGNH01000802.1	5	767	1471	-1	C	K01185	lysozyme [EC:3.2.1.17]	YP_009187437.1	YP_009187437.1 endolysin [Pseudomonas phage YMC11/02/R656]	False	0.366	92.0	1.524e-19								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	F
QGNH01000802.1_6	QGNH01000802.1	QGNH01000802.1	6	1473	1718	-1	E																								0	False	F
QGNH01000802.1_7	QGNH01000802.1	QGNH01000802.1	7	1970	2617	1	D			YP_009603135.1	YP_009603135.1 hypothetical protein FDH65_gp46 [Arthrobacter phage Circum]	False	0.445	86.0	9.181e-18								dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]					VOG06414	REFSEQ dATP / dGTP pyrophosphohydrolase; Xu	Xu	0	False	F
QGNH01000802.1_8	QGNH01000802.1	QGNH01000802.1	8	2619	2927	1	E																								0	False	F
QGNH01000802.1_9	QGNH01000802.1	QGNH01000802.1	9	2924	3721	1	E			YP_007006584.1	YP_007006584.1 DNA primase [Escherichia phage phiKT]	False	0.236	68.0	2.227e-11													VOG00694	REFSEQ DNA primase; Xu	Xu	0	False	F
QGNH01000802.1_10	QGNH01000802.1	QGNH01000802.1	10	3718	4305	1	D									MER0286229	M48C	MER0286229 - subfamily M48C unassigned peptidases (Desulfovibrio desulfuricans) [M48.UPC]#M48C#{peptidase unit: 187-325}~source YP_005166362~	False	0.288	62.0	1.341e-09	Peptidase family M48 [PF01435.21]								0	False	PF
QGNH01000802.1_11	QGNH01000802.1	QGNH01000802.1	11	4315	4560	1	E																								0	False	F
QGNH01000802.1_12	QGNH01000802.1	QGNH01000802.1	12	4564	5103	1	D			YP_009273332.1	YP_009273332.1 head maturation protease [Bacillus phage vB_BhaS-171]	False	0.278	63.0	1.446e-10	MER1017054	S14	MER1017054 - family S14 unassigned peptidases (Dechloromonas aromatica) [S14.UPW]#S14#{peptidase unit: 56-182}~source Q47EQ9~	False	0.364	79.0	1.14e-15	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]					VOG29271	REFSEQ head maturation protease; Xu	Xu	0	False	PF
QGNH01000802.1_13	QGNH01000802.1	QGNH01000802.1	13	5145	6404	1	D			YP_009793259.1	YP_009793259.1 putative DNA helicase DnaB-like protein [Rhizobium phage RHEph09]	False	0.21	93.0	1.989e-18								DnaB-like helicase C terminal domain [PF03796.18]; AAA domain [PF13481.9]; KaiC [PF06745.16]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
QGNH01000802.1_14	QGNH01000802.1	QGNH01000802.1	14	6414	6599	1	E																								0	False	
QGNH01000802.1_15	QGNH01000802.1	QGNH01000802.1	15	6601	7326	1	C	K06223	DNA adenine methylase [EC:2.1.1.72]	YP_008241728.1	YP_008241728.1 DNA methylase [Cellulophaga phage phi19:1]	False	0.47	207.0	3.975e-59								D12 class N6 adenine-specific DNA methyltransferase [PF02086.18]								0	False	
QGNH01000802.1_16	QGNH01000802.1	QGNH01000802.1	16	7319	9529	1	D			YP_009793151.1	YP_009793151.1 DNA polymerase [Rhizobium phage RHEph02]	False	0.234	229.0	9.965e-61								DNA polymerase family A [PF00476.23]					VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xr;Xh	0	False	V
QGNH01000802.1_17	QGNH01000802.1	QGNH01000802.1	17	9519	10100	1	C	K01494	dCTP deaminase [EC:3.5.4.13]	YP_008433396.1	YP_008433396.1 dCTP deaminase [Pseudomonas phage PaBG]	False	0.569	207.0	1.006e-59								dUTPase [PF00692.22]					VOG36877	sp|Q02103|DCD_ACIAM dCTP deaminase; Xr	Xr	0	False	VM
QGNH01000802.1_18	QGNH01000802.1	QGNH01000802.1	18	10097	10204	1	E																								0	False	
QGNH01000802.1_19	QGNH01000802.1	QGNH01000802.1	19	10214	10822	1	E																								0	False	
QGNH01000802.1_20	QGNH01000802.1	QGNH01000802.1	20	10832	11587	1	E																								0	False	
QGNH01000802.1_21	QGNH01000802.1	QGNH01000802.1	21	11598	12572	1	D			YP_009015561.1	YP_009015561.1 gp258 [Bacillus phage G]	False	0.221	89.0	1.135e-17								AAA domain (Cdc48 subfamily) [PF07724.17]; ATPase family associated with various cellular activities (AAA) [PF00004.32]								0	False	
QGNH01000802.1_22	QGNH01000802.1	QGNH01000802.1	22	12629	12961	1	E																								0	False	
QGNH01000802.1_23	QGNH01000802.1	QGNH01000802.1	23	12966	13595	1	D			YP_009150405.1	YP_009150405.1 PhoH-like phosphate starvation-inducible [Escherichia phage PBECO4]	False	0.442	173.0	1.1089999999999998e-47								PhoH-like protein [PF02562.19]					VOG02569	sp|P46343|PHOL_BACSU PhoH-like protein; Xh	Xh	0	False	MK
QGNH01000802.1_24	QGNH01000802.1	QGNH01000802.1	24	13592	13852	1	E																								0	False	
QGNH01000802.1_25	QGNH01000802.1	QGNH01000802.1	25	13821	14027	1	E																								0	False	
QGNH01000802.1_26	QGNH01000802.1	QGNH01000802.1	26	14031	14132	1	E																								0	False	
QGNH01000802.1_27	QGNH01000802.1	QGNH01000802.1	27	14129	14590	1	E			YP_010672694.1	YP_010672694.1 HNH endonuclease [Escherichia phage EP335]	False	0.345	70.0	3.477e-13																1	False	F
QGNH01000802.1_28	QGNH01000802.1	QGNH01000802.1	28	14574	14801	1	E																								0	False	F
QGNH01000802.1_29	QGNH01000802.1	QGNH01000802.1	29	14777	15037	1	E																					VOG04311	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000802.1_30	QGNH01000802.1	QGNH01000802.1	30	15034	15282	1	E																								0	False	F
QGNH01000802.1_31	QGNH01000802.1	QGNH01000802.1	31	15279	15506	1	E																								0	False	F
QGNH01000802.1_32	QGNH01000802.1	QGNH01000802.1	32	15506	15760	1	E																								0	False	F
QGNH01000802.1_33	QGNH01000802.1	QGNH01000802.1	33	15757	16356	1	E																								0	False	F
QGNH01000802.1_34	QGNH01000802.1	QGNH01000802.1	34	16402	16566	1	D																Zinc ribbon domain [PF09723.13]								0	False	F
QGNH01000802.1_35	QGNH01000802.1	QGNH01000802.1	35	16568	16762	1	E																								0	False	F
QGNH01000802.1_36	QGNH01000802.1	QGNH01000802.1	36	16765	17217	1	D			YP_009218050.1	YP_009218050.1 DNA methyltransferase (endogenous virus) [Clostridium phage phiCT19406C]	False	0.348	81.0	4.93e-17								DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]								0	False	F
QGNH01000802.1_37	QGNH01000802.1	QGNH01000802.1	37	17210	17395	1	E																								0	False	F
QGNH01000802.1_38	QGNH01000802.1	QGNH01000802.1	38	17388	17561	1	E																								0	False	F
QGNH01000802.1_39	QGNH01000802.1	QGNH01000802.1	39	17572	18363	1	E			YP_010755135.1	YP_010755135.1 DnaQ-like DNA polymerase III subunit [Microbacterium phage Pumpernickel]	False	0.275	97.0	4.4050000000000004e-21													VOG01302	sp|P00581|DPOL_BPT7 DNA-directed DNA polymerase; XhXr	Xr;Xh	0	False	VF
QGNH01000802.1_40	QGNH01000802.1	QGNH01000802.1	40	18360	18596	1	E																								0	False	F
QGNH01000802.1_41	QGNH01000802.1	QGNH01000802.1	41	18596	18784	1	E																								0	False	F
QGNH01000802.1_42	QGNH01000802.1	QGNH01000802.1	42	18762	18992	1	E																								0	False	F
QGNH01000802.1_43	QGNH01000802.1	QGNH01000802.1	43	19050	19379	-1	E																								0	False	F
