	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000025.1_1	QGNH01000025.1	QGNH01000025.1	1	269	838	-1	D																Domain of unknown function (DUF4112) [PF13430.9]								0	False	F
QGNH01000025.1_2	QGNH01000025.1	QGNH01000025.1	2	1111	2205	1	D									MER0065450	S33	MER0065450 - family S33 unassigned peptidases (Koribacter versatilis) [S33.UPW]#S33#{peptidase unit: 65-328}~source YP_590087~	False	0.581	310.0	5.096e-92	Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]; Alpha/beta hydrolase family [PF12697.10]; Prolyl oligopeptidase family [PF00326.24]								0	False	PF
QGNH01000025.1_3	QGNH01000025.1	QGNH01000025.1	3	2222	2884	1	E																								0	False	F
QGNH01000025.1_4	QGNH01000025.1	QGNH01000025.1	4	3009	3695	1	E																								0	False	F
QGNH01000025.1_5	QGNH01000025.1	QGNH01000025.1	5	3692	3952	1	E																								0	False	F
QGNH01000025.1_6	QGNH01000025.1	QGNH01000025.1	6	3949	4236	1	D																Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]; Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.8]								0	False	F
QGNH01000025.1_7	QGNH01000025.1	QGNH01000025.1	7	4233	4514	1	E																								0	False	F
QGNH01000025.1_8	QGNH01000025.1	QGNH01000025.1	8	4511	4924	1	E																								0	False	F
QGNH01000025.1_9	QGNH01000025.1	QGNH01000025.1	9	5026	5406	1	E			YP_009103051.1	YP_009103051.1 replication terminator [Enterococcus phage EFC-1]	False	0.414	62.0	9.948e-11													VOG04799	REFSEQ replication terminator; Xu	Xu	0	False	
QGNH01000025.1_10	QGNH01000025.1	QGNH01000025.1	10	5458	6207	1	E			YP_009103052.1	YP_009103052.1 hypothetical protein PI32_gp16 [Enterococcus phage EFC-1]	False	0.294	93.0	6.602000000000001e-20													VOG04032	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000025.1_11	QGNH01000025.1	QGNH01000025.1	11	6288	6815	1	E																								0	False	
QGNH01000025.1_12	QGNH01000025.1	QGNH01000025.1	12	6815	7066	1	E																								0	False	
QGNH01000025.1_13	QGNH01000025.1	QGNH01000025.1	13	7087	7485	1	E																								0	False	
QGNH01000025.1_14	QGNH01000025.1	QGNH01000025.1	14	7555	9426	1	C	K03497	ParB family transcriptional regulator, chromosome partitioning protein	NP_536415.1	NP_536415.1 ParB-like partition protein [Burkholderia phage phiE125]	False	0.265	69.0	1.142e-10								ParB/Sulfiredoxin domain [PF02195.21]								0	False	
QGNH01000025.1_15	QGNH01000025.1	QGNH01000025.1	15	9423	10517	1	D			YP_009289724.1	YP_009289724.1 DUF5131 family protein [Gordonia phage Zirinka]	False	0.458	300.0	6.935e-89								Protein of unknown function (DUF5131) [PF07505.14]					VOG04018	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000025.1_16	QGNH01000025.1	QGNH01000025.1	16	10504	10776	1	E																								0	False	
QGNH01000025.1_17	QGNH01000025.1	QGNH01000025.1	17	10773	11030	1	E																								0	False	
QGNH01000025.1_18	QGNH01000025.1	QGNH01000025.1	18	11027	11329	1	D			YP_009288765.1	YP_009288765.1 DUF4031 domain-containing protein [Klebsiella phage vB_KpnM_KpV477]	False	0.527	86.0	1.106e-19								Protein of unknown function (DUF4031) [PF13223.9]					VOG11771	REFSEQ DUF4031 domain-containing protein; Xu	Xu	0	False	
QGNH01000025.1_19	QGNH01000025.1	QGNH01000025.1	19	11329	11532	1	E																								0	False	
QGNH01000025.1_20	QGNH01000025.1	QGNH01000025.1	20	11532	12086	1	E																								0	False	
QGNH01000025.1_21	QGNH01000025.1	QGNH01000025.1	21	12086	12739	1	D			NP_852509.1	NP_852509.1 hypothetical protein BC1875 [Bacillus phage phBC6A51]	False	0.42	99.0	3.634e-22								HNH endonuclease [PF13392.9]					VOG00487	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000025.1_22	QGNH01000025.1	QGNH01000025.1	22	12729	13001	1	E																								0	False	
QGNH01000025.1_23	QGNH01000025.1	QGNH01000025.1	23	13022	14179	1	D																Helix-turn-helix domain [PF13730.9]								0	False	
QGNH01000025.1_24	QGNH01000025.1	QGNH01000025.1	24	14076	14531	-1	E																								0	False	
QGNH01000025.1_25	QGNH01000025.1	QGNH01000025.1	25	14825	15232	1	E																								0	False	
QGNH01000025.1_26	QGNH01000025.1	QGNH01000025.1	26	15192	15467	1	E																								0	False	
QGNH01000025.1_27	QGNH01000025.1	QGNH01000025.1	27	15464	15760	1	E																								0	False	
QGNH01000025.1_28	QGNH01000025.1	QGNH01000025.1	28	16001	16558	1	C	K01185	lysozyme [EC:3.2.1.17]	YP_009100017.1	YP_009100017.1 endolysin [Escherichia phage vB_EcoM-ep3]	False	0.463	123.0	6.576e-31								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	
QGNH01000025.1_29	QGNH01000025.1	QGNH01000025.1	29	16558	16695	1	E																								0	False	
QGNH01000025.1_30	QGNH01000025.1	QGNH01000025.1	30	16731	17072	1	E																								0	False	
QGNH01000025.1_31	QGNH01000025.1	QGNH01000025.1	31	17159	17416	1	E																								0	False	
QGNH01000025.1_32	QGNH01000025.1	QGNH01000025.1	32	17413	18192	1	E																								0	False	
