locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
JAJSAI010000007.1_1_1626_-		K07332	COG0630		phrog_26606		COG:COG0630	542	5.8e-88	291.3		VirB11; 
JAJSAI010000008.1_2_637_+		K03264	COG1976				COG:COG1976	211	2.4e-63	208.1		TIF6; Translation factors
JAJSAI010000008.1_642_1019_+		K04797	COG1730				COG:COG1730	125	1e-20	69.3		GIM5; 
JAJSAI010000008.1_1021_2136_+		K03110	COG0552		phrog_14241	VOG02675	COG:COG0552	371	1e-108	359.4		FtsY; 
JAJSAI010000008.1_2403_3455_+		K03106	COG0541		phrog_14241		COG:COG0541	350	6.5e-123	406.6		Ffh; 
JAJSAI010000008.1_3509_4066_+												Hypothetical
JAJSAI010000008.1_4081_4227_+												Hypothetical
JAJSAI010000008.1_4214_4600_+												Hypothetical
JAJSAI010000008.1_4643_5155_+		K16317	COG1901				KEGG:K16317	170	2.2e-33	111.4	2.1.1.257	trmY; tRNA (pseudouridine54-N1)-methyltransferase
JAJSAI010000008.1_5137_6396_+		K07583, K07583	COG1258		phrog_8027		COG:COG1258	419	3.4e-138	456.5		Pus10; tRNA modification
JAJSAI010000008.1_6467_7228_+		K07991	COG4960				KEGG:K07991	253	8.7e-21	70.1	3.4.23.52	flaK; archaeal preflagellin peptidase FlaK
JAJSAI010000008.1_7234_8421_-			COG3174				COG:COG3174	395	1.6e-65	216.9		MgtC; 
JAJSAI010000008.1_8422_9174_-		K17104	COG1646				COG:COG1646	240	1e-88	293.9		PcrB; 
JAJSAI010000008.1_9171_10184_-		K00096, K00005	COG0371				COG:COG0371	337	3.1e-100	331.6		GldA; Isoprenoid biosynthesis
JAJSAI010000008.1_10255_10809_-		K01069	COG0491				COG:COG0491	185	7.9e-47	155.5		GloB; 
JAJSAI010000009.1_144_2030_+		K01868	COG0441		phrog_18916	VOG02983	COG:COG0441	628	9.1e-127	414.0		ThrS; Aminoacyl-tRNA synthetases
JAJSAI010000009.1_2073_3665_+		K07332	COG0630		phrog_26606		KEGG:K07332	530	1.8e-169	560.9		flaI; archaeal flagellar protein FlaI
JAJSAI010000009.1_3679_4848_+		K07333	COG2064				COG:COG2064	389	7.5e-38	124.4		TadC; 
JAJSAI010000009.1_4848_5759_+		K07333	COG1955				KEGG:K07333	303	1.1e-41	138.8		flaJ; archaeal flagellar protein FlaJ
JAJSAI010000009.1_5761_5907_+												Hypothetical
JAJSAI010000009.1_5967_6344_+												Hypothetical
JAJSAI010000009.1_6373_6753_+												Hypothetical
JAJSAI010000009.1_6815_7837_+		K07991	COG4960				KEGG:K07991	340	2.8e-31	103.8	3.4.23.52	flaK; archaeal preflagellin peptidase FlaK
JAJSAI010000009.1_7862_9583_+												Hypothetical
JAJSAI010000009.1_9580_14085_+												Hypothetical
JAJSAI010000009.1_14089_14256_+												Hypothetical
JAJSAI010000009.1_14261_14869_+												Hypothetical
JAJSAI010000009.1_14860_15294_+												Hypothetical
JAJSAI010000009.1_15299_15751_+												Hypothetical
JAJSAI010000009.1_15723_16148_+												Hypothetical
JAJSAI010000009.1_16151_17725_+			COG4025				COG:COG4025	524	5.3e-13	43.6		MTH423; 
JAJSAI010000009.1_17722_18222_+												Hypothetical
JAJSAI010000010.1_1319_1606_-		K09951	COG1343				COG:COG1343	95	5.1e-29	97.0		Cas2; CRISPR-Cas system
JAJSAI010000010.1_1611_2558_-		K15342	COG1518		phrog_35024		COG:COG1518	315	2.8e-101	335.5		Cas1; CRISPR-Cas system
JAJSAI010000010.1_2564_2872_-		K07464	COG1468		phrog_1706		COG:COG1468	102	2e-27	92.1		Cas4; CRISPR-Cas system
JAJSAI010000010.1_3004_3759_-												Hypothetical
JAJSAI010000010.1_3971_4666_-		K07475	COG2254				COG:COG2254	231	9.5e-30	99.8		Cas3; CRISPR-Cas system
JAJSAI010000010.1_4716_6308_-		K07012	COG1203		phrog_16	VOG00107	COG:COG1203	530	2.8e-76	253.1		Cas3; CRISPR-Cas system
JAJSAI010000010.1_6380_7144_-		K19089	COG1688				KEGG:K19089	254	6.9e-16	54.5		cas5a_b_c; CRISPR-associated protein Cas5a/b/c
JAJSAI010000010.1_7151_8113_-		K19074	COG1857				COG:COG1857	308	2.8e-46	153.5		Cas7; CRISPR-Cas system
JAJSAI010000010.1_8110_8445_-												Hypothetical
JAJSAI010000010.1_8528_9151_+		K07725	COG2512				KEGG:K07725	207	8.9e-31	102.9		csa3; CRISPR-associated protein Csa3
JAJSAI010000010.1_9148_9357_+												Hypothetical
JAJSAI010000010.1_9496_9624_+												Hypothetical
JAJSAI010000010.1_10288_10911_-	K05715	K05715	COG2074				COG:COG2074	207	9.9e-19	63.2		Pgk2; 
JAJSAI010000010.1_10947_11123_+												Hypothetical
JAJSAI010000010.1_11234_11458_+		K07722	COG3609				COG:COG3609	74	9e-14	47.8		ParD; 
JAJSAI010000010.1_11948_12436_-												Hypothetical
JAJSAI010000010.1_12773_12952_-												Hypothetical
JAJSAI010000010.1_13037_13870_+		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	277	3.6e-87	288.8		XerD; 
JAJSAI010000010.1_13922_14662_+												Hypothetical
JAJSAI010000010.1_14664_15629_+		K03797	COG0793				COG:COG0793	321	6.4e-26	87.0		CtpA; 
JAJSAI010000010.1_15637_16278_+												Hypothetical
JAJSAI010000010.1_16275_17150_+		K09973					KEGG:K09973	291	6.8e-08	27.3		K09973; uncharacterized protein
JAJSAI010000010.1_17153_17755_-		K03789			phrog_1249		PHROG:phrog_1249	141	1.1e-07	27.5		acetyltransferase
JAJSAI010000010.1_17667_18107_-			COG3432				COG:COG3432	146	1.3e-08	30.3		; 
JAJSAI010000010.1_18255_18407_+												Hypothetical
JAJSAI010000010.1_19136_20302_+		K06921	COG3267		phrog_296	VOG00370	COG:COG3267	388	1.3e-25	83.4		ExeA; 
JAJSAI010000010.1_20435_21046_+												Hypothetical
JAJSAI010000010.1_21036_21335_+	K00567	K00567	COG3695		phrog_34906	VOG09875	FOAM:K00567	99	2e-25	85.7	2.1.1.63	ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase
JAJSAI010000010.1_21347_21940_-	K03784	K03784	COG2820			VOG02923	COG:COG2820	197	1.6e-50	167.2		Udp; Pyrimidine salvage
JAJSAI010000010.1_22379_24970_-	K01537	K01537	COG0474		phrog_12316	VOG20955	COG:COG0474	863	0	1063.8		MgtA; 
JAJSAI010000010.1_25055_27511_+												Hypothetical
JAJSAI010000010.1_27525_30284_+												Hypothetical
JAJSAI010000010.1_30385_30663_+												Hypothetical
